Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Cyber Security Metrics Evaluation Using Multi-criteria Decision-Making Approach","Smart Intelligent Computing and Applications","","","","10.1007/978-981-32-9690-9_71","Seema Gupta BholJ. R. MohantyPrasant Kumar Pattnaik","2020","http://link.springer.com/chapter/10.1007/978-981-32-9690-9_71","Chapter"
"Video trajectory analysis using unsupervised clustering and multi-criteria ranking","Soft Computing","","24","21","10.1007/s00500-020-04967-9","Arif Ahmed SekhDebi Prosad DograSamarjit KarPartha Pratim Roy","2020","http://link.springer.com/article/10.1007/s00500-020-04967-9","Article"
"Machine Learning Paradigms","Machine Learning Paradigms","","","","10.1007/978-3-030-13743-4_1","Maria VirvouEfthimios AlepisGeorge A. TsihrintzisLakhmi C. Jain","2020","http://link.springer.com/chapter/10.1007/978-3-030-13743-4_1","Chapter"
"Some Generalized Results on Multi-criteria Decision Making Model Using Fuzzy TOPSIS Technique","Biologically Inspired Techniques in Many-Criteria Decision Making","","","","10.1007/978-3-030-39033-4_18","P. K. Parida","2020","http://link.springer.com/chapter/10.1007/978-3-030-39033-4_18","Chapter"
"Digital Transformation Project Portfolio Selection/Prioritization: Literature Review and Future Directions","Proceedings on 25th International Joint Conference on Industrial Engineering and Operations Management – IJCIEOM","","","","10.1007/978-3-030-43616-2_30","Camila Mantovani RodriguesFernando DeschampsEduardo de Freitas Rocha LouresJosé Marcelo Almeida Prado CestariIzabelle Hannemann de Freitas","2020","http://link.springer.com/chapter/10.1007/978-3-030-43616-2_30","Chapter"
"Performance evaluation of SMEs towards Industry 4.0 using fuzzy group decision making methods","SN Applied Sciences","","2","3","10.1007/s42452-020-2085-9","Abdullah YıldızbaşıVildan Ünlü","2020","http://link.springer.com/article/10.1007/s42452-020-2085-9","Article"
"Literature review of Industry 4.0 and related technologies","Journal of Intelligent Manufacturing","","31","1","10.1007/s10845-018-1433-8","Ercan OztemelSamet Gursev","2020","http://link.springer.com/article/10.1007/s10845-018-1433-8","Article"
"Improvement of Dam Management in Terms of WAM Using Machine Learning","ICDSME 2019","","","","10.1007/978-981-15-1971-0_23","Bashirah FazliMohammad Fikry AbdullahHarlisa ZulkifliMohd Fadhil KasimHin Lee LeeMd. Nasir Md. NohFarashazillah Yahya","2020","http://link.springer.com/chapter/10.1007/978-981-15-1971-0_23","Chapter"
"Internet-based intelligent and sustainable manufacturing: developments and challenges","The International Journal of Advanced Manufacturing Technology","","108","5 - 6","10.1007/s00170-020-05445-0","Kai LiTao ZhouBo-hai Liu","2020","http://link.springer.com/article/10.1007/s00170-020-05445-0","Article"
"Hierarchical WSN protocol with fuzzy multi-criteria clustering and bio-inspired energy-efficient routing (FMCB-ER)","Multimedia Tools and Applications","","","","10.1007/s11042-020-09633-8","Deepak MehtaSharad Saxena","2020","http://link.springer.com/article/10.1007/s11042-020-09633-8","Article"
"Using Evaluation Data Analytics in Environmental Education Projects","Advances in Signal Processing and Intelligent Recognition Systems","","","","10.1007/978-981-15-4828-4_4","Katerina KabassiAristotelis MartinisAthanasios Botonis","2020","http://link.springer.com/chapter/10.1007/978-981-15-4828-4_4","Chapter"
"Fuzzy Cognitive Mapping Analysis to Recommend Machine Learning-Based Effort Estimation Technique for Web Applications","International Journal of Fuzzy Systems","","22","4","10.1007/s40815-020-00815-y","Prateek PandeyRatnesh Litoriya","2020","http://link.springer.com/article/10.1007/s40815-020-00815-y","Article"
"Kinematic Viscosity Prediction of Nanolubricants Employed in Heavy Earth Moving Machinery Using Machine Learning Techniques","International Journal of Precision Engineering and Manufacturing","","21","10","10.1007/s12541-020-00379-9","Gaurav SharmaAnkit KotiaSubrata Kumar GhoshPrashant Singh RanaSeema BawaMohamed Kamal Ahmed Ali","2020","http://link.springer.com/article/10.1007/s12541-020-00379-9","Article"
"Applications of artificial intelligence for disaster management","Natural Hazards","","103","3","10.1007/s11069-020-04124-3","Wenjuan SunPaolo BocchiniBrian D. Davison","2020","http://link.springer.com/article/10.1007/s11069-020-04124-3","Article"
"A decision support methodology for integrated machining process and operation plans for sustainability and productivity assessment","The International Journal of Advanced Manufacturing Technology","","107","7 - 8","10.1007/s00170-019-04268-y","Qais Y. HatimChristopher SaldanaGuodong ShaoDuck Bong KimK. C. MorrisPaul WitherellSudarsan RachuriSoundar Kumara","2020","http://link.springer.com/article/10.1007/s00170-019-04268-y","Article"
"Using grey relational analysis and grey integrated multi-objective strategy to evaluate the risk factors of falling of aboriginal elders in Taiwan","Soft Computing","","24","11","10.1007/s00500-019-04178-x","Hsiao-Ching HuangTsai-Fu TsaiYi-Maun Subeq","2020","http://link.springer.com/article/10.1007/s00500-019-04178-x","Article"
"A data analytics approach to contrast the performance of teaching (only) vs. research professors","International Journal on Interactive Design and Manufacturing (IJIDeM)","","","","10.1007/s12008-020-00713-5","Mario D. ChavezHéctor G. CeballosFrancisco J. Cantu-Ortiz","2020","http://link.springer.com/article/10.1007/s12008-020-00713-5","Article"
"Landslide Susceptibility Mapping: Development Towards a Machine Learning-Based Model","Trends in Communication, Cloud, and Big Data","","","","10.1007/978-981-15-1624-5_13","Sonam Lhamu BhutiaSamarjeet BorahRatika Pradhan","2020","http://link.springer.com/chapter/10.1007/978-981-15-1624-5_13","Chapter"
"A bi-objective supplier location, supplier selection and order allocation problem with green constraints: scenario-based approach","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-020-02555-1","Maryam HemmatiSeyed Hamid Reza Pasandideh","2020","http://link.springer.com/article/10.1007/s12652-020-02555-1","Article"
"The Role of Fuzzy Logic to Dealing with Epistemic Uncertainty in Supply Chain Risk Assessment: Review Standpoints","International Journal of Fuzzy Systems","","","","10.1007/s40815-020-00846-5","Alina Díaz-CurbeloRafael Alejandro Espin AndradeÁngel Manuel Gento Municio","2020","http://link.springer.com/article/10.1007/s40815-020-00846-5","Article"
"Assessing barriers and solutions for Yemen energy crisis to adopt green and sustainable practices: a fuzzy multi-criteria analysis","Environmental Science and Pollution Research","","27","29","10.1007/s11356-020-09700-5","Ahmed Abdulwali Mohammed Haidar Al AsbahiZhiGeng FangZaheer Ahmed ChandioMehran Khan TunioJaved AhmedMajed Abbas","2020","http://link.springer.com/article/10.1007/s11356-020-09700-5","Article"
"Can a Multi-Criteria Methodology Fit with Non-Profit Institutions’ Decision-Making? An Application in a Spanish Non-Profit Association","International Review on Public and Nonprofit Marketing","","17","3","10.1007/s12208-020-00249-0","Mercè Sala-RiosTeresa Torres-SoléMariona Farré-Perdiguer","2020","http://link.springer.com/article/10.1007/s12208-020-00249-0","Article"
"A bibliometric analysis of neutrosophic set: two decades review from 1998 to 2017","Artificial Intelligence Review","","53","1","10.1007/s10462-018-9652-0","Xindong PengJingguo Dai","2020","http://link.springer.com/article/10.1007/s10462-018-9652-0","Article"
"Multi-objective optimization modelling for analysing sustainable development goals of Nigeria: Agenda 2030","Environment, Development and Sustainability","","","","10.1007/s10668-020-01022-3","Umar Muhammad ModibboIrfan AliAquil Ahmed","2020","http://link.springer.com/article/10.1007/s10668-020-01022-3","Article"
"Chapter 10 Case Study from the Energy Domain","Knowledge Graphs and Big Data Processing","","","","10.1007/978-3-030-53199-7_10","Dea PujićMarko JelićNikola TomaševićMarko Batić","2020","http://link.springer.com/chapter/10.1007/978-3-030-53199-7_10","Chapter"
"Data analytics and the P2P cloud: an integrated model for strategy formulation based on customer behaviour","Peer-to-Peer Networking and Applications","","","","10.1007/s12083-020-00960-z","H. Y. LamY. P. TsangC. H. WuValerie Tang","2020","http://link.springer.com/article/10.1007/s12083-020-00960-z","Article"
"Assessment of Multi-Criteria Preference Measurement Methods for a Dynamic Environment","Dynamic Decision Support for Electronic Requirements Negotiations","","","","10.1007/978-3-658-31175-9_4","Annika Lenz","2020","http://link.springer.com/chapter/10.1007/978-3-658-31175-9_4","Chapter"
"Intuitionistic fuzzy multi-stage multi-objective fixed-charge solid transportation problem in a green supply chain","International Journal of Machine Learning and Cybernetics","","","","10.1007/s13042-020-01197-1","Sudipta MidyaSankar Kumar RoyVincent F. Yu","2020","http://link.springer.com/article/10.1007/s13042-020-01197-1","Article"
"Towards Intelligent Optimization of Design Strategies of Cyber-Physical Systems: Measuring Efficacy Through Evolutionary Computations","Computational Intelligence in Emerging Technologies for Engineering Applications","","","","10.1007/978-3-030-34409-2_5","Soumya BanerjeeValentina E. BalasAbhishek PandeySamia Bouzefrane","2020","http://link.springer.com/chapter/10.1007/978-3-030-34409-2_5","Chapter"
"New filter approaches for feature selection using differential evolution and fuzzy rough set theory","Neural Computing and Applications","","32","7","10.1007/s00521-020-04744-7","Emrah Hancer","2020","http://link.springer.com/article/10.1007/s00521-020-04744-7","Article"
"Financial econometrics, mathematics, statistics, and financial technology: an overall view","Review of Quantitative Finance and Accounting","","54","4","10.1007/s11156-020-00883-z","Cheng Few Lee","2020","http://link.springer.com/article/10.1007/s11156-020-00883-z","Article"
"Adaptive Scheduling in the Era of Cloud Manufacturing","Scheduling in Industry 4.0 and Cloud Manufacturing","","","","10.1007/978-3-030-43177-8_4","D. Mourtzis","2020","http://link.springer.com/chapter/10.1007/978-3-030-43177-8_4","Chapter"
"A Multi-criteria Analysis and Advanced Comparative Study Between IT Governance References","Advanced Intelligent Systems for Sustainable Development (AI2SD’2019)","","","","10.1007/978-3-030-36674-2_5","Ibrahim HamzaneAbdessamad Belangour","2020","http://link.springer.com/chapter/10.1007/978-3-030-36674-2_5","Chapter"
"Multi-criteria and Multi-expert Wind Power Farm Location Selection Using a Pythagorean Fuzzy Analytic Hierarchy Process","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_108","Irem OtayMiguel Jaller","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_108","Chapter"
"Deep learning: emerging trends, applications and research challenges","Soft Computing","","24","11","10.1007/s00500-020-04939-z","Mu-Yen ChenHsiu-Sen ChiangEdwin LughoferErol Egrioglu","2020","http://link.springer.com/article/10.1007/s00500-020-04939-z","Article"
"An integrated group FWA-ELECTRE III approach based on interval type-2 fuzzy sets for solving the MCDM problems using limit distance mean","Complex & Intelligent Systems","","6","2","10.1007/s40747-020-00130-x","A. MohamadghasemiA. Hadi-VenchehF. Hosseinzadeh LotfiM. Khalilzadeh","2020","http://link.springer.com/article/10.1007/s40747-020-00130-x","Article"
"A systematic literature review of multicriteria recommender systems","Artificial Intelligence Review","","","","10.1007/s10462-020-09851-4","Diego MontiGiuseppe RizzoMaurizio Morisio","2020","http://link.springer.com/article/10.1007/s10462-020-09851-4","Article"
"Artificial intelligence, machine learning and process automation: existing knowledge frontier and way forward for mining sector","Artificial Intelligence Review","","53","8","10.1007/s10462-020-09841-6","Danish AliSamuel Frimpong","2020","http://link.springer.com/article/10.1007/s10462-020-09841-6","Article"
"An integrated method for evaluating and predicting long-term operation safety of concrete dams considering lag effect","Engineering with Computers","","","","10.1007/s00366-020-00956-6","Mingchao LiWen SiQiubing RenLingguang SongHan Liu","2020","http://link.springer.com/article/10.1007/s00366-020-00956-6","Article"
"Digitalization in Controlling","Digitization in Controlling","","","","10.1007/978-3-658-28741-2_2","Andre Große Kamphake","2020","http://link.springer.com/chapter/10.1007/978-3-658-28741-2_2","Chapter"
"Association of learning styles with different e-learning problems: a systematic review and classification","Education and Information Technologies","","25","2","10.1007/s10639-019-10028-y","Aditya KhampariaBabita Pandey","2020","http://link.springer.com/article/10.1007/s10639-019-10028-y","Article"
"Extreme learning with chemical reaction optimization for stock volatility prediction","Financial Innovation","","6","1","10.1186/s40854-020-00177-2","Sarat Chandra NayakBijan Bihari Misra","2020","http://link.springer.com/article/10.1186/s40854-020-00177-2","Article"
"Proposed Framework for Fog Computing to Improve Quality-of-Service in IoT Applications","Fog Data Analytics for IoT Applications","","","","10.1007/978-981-15-6044-6_7","Rakhi AkhareMonika ManglaSanjivani DeokarVaishali Wadhwa","2020","http://link.springer.com/chapter/10.1007/978-981-15-6044-6_7","Chapter"
"Smart additive manufacturing: Current artificial intelligence-enabled methods and future perspectives","Science China Technological Sciences","","63","9","10.1007/s11431-020-1581-2","YuanBin WangPai ZhengTao PengHuaYong YangJun Zou","2020","http://link.springer.com/article/10.1007/s11431-020-1581-2","Article"
"Multi-criteria Group Recommender System Based on Analytical Hierarchy Process","Smart Systems and IoT: Innovations in Computing","","","","10.1007/978-981-13-8406-6_8","Nirmal ChoudharyK. K. Bharadwaj","2020","http://link.springer.com/chapter/10.1007/978-981-13-8406-6_8","Chapter"
"Post-processing of the North American multi-model ensemble for monthly forecast of precipitation based on neural network models","Theoretical and Applied Climatology","","141","1 - 2","10.1007/s00704-020-03211-6","Morteza PakdamanYashar FalamarziIman BabaeianZohreh Javanshiri","2020","http://link.springer.com/article/10.1007/s00704-020-03211-6","Article"
"AHW-BGOA-DNN: a novel deep learning model for epileptic seizure detection","Neural Computing and Applications","","","","10.1007/s00521-020-05384-7","H. Anila GloryC. VigneswaranSujeet S. JagtapR. ShruthiG. HariharanV. S. Shankar Sriram","2020","http://link.springer.com/article/10.1007/s00521-020-05384-7","Article"
"Social-Based Physical Reconstruction Planning in Case of Natural Disaster: A Machine Learning Approach","Research Challenges in Information Science","","","","10.1007/978-3-030-50316-1_44","Ghulam Mudassir","2020","http://link.springer.com/chapter/10.1007/978-3-030-50316-1_44","Chapter"
"Visual Analytics for Investigating and Processing Data","Visual Analytics for Data Scientists","","","","10.1007/978-3-030-56146-8_5","Natalia AndrienkoGennady AndrienkoGeorg FuchsAidan SlingsbyCagatay TurkayStefan Wrobel","2020","http://link.springer.com/chapter/10.1007/978-3-030-56146-8_5","Chapter"
"Accelerated Promethee Algorithm Based on Dimensionality Reduction","Internet of Vehicles. Technologies and Services Toward Smart Cities","","","","10.1007/978-3-030-38651-1_17","Tarek MenouerChristophe CérinPatrice Darmon","2020","http://link.springer.com/chapter/10.1007/978-3-030-38651-1_17","Chapter"
"Electricity consumption analysis based on Turkish Household Budget Surveys","Energy, Ecology and Environment","","5","6","10.1007/s40974-020-00193-z","M. Ozgur KayalicaAvni OzozenDenizhan GuvenGulgun KayakutluAyse Aylin Bayar","2020","http://link.springer.com/article/10.1007/s40974-020-00193-z","Article"
"Toward a novel method to support decision-making process in health and behavioral factors analysis for the composition of IT projects teams","Neural Computing and Applications","","32","15","10.1007/s00521-018-3830-5","Luciano Comin NunesPlácido Rogério PinheiroMirian Caliope Dantas PinheiroMarum Simão FilhoRafael Espíndola Comin Nunes","2020","http://link.springer.com/article/10.1007/s00521-018-3830-5","Article"
"An intelligent algorithm for final product demand forecasting in pharmaceutical units","International Journal of System Assurance Engineering and Management","","11","2","10.1007/s13198-019-00879-6","Mohsen Sadegh AmalnickNaser HabibifarMahdi HamidMahdi Bastan","2020","http://link.springer.com/article/10.1007/s13198-019-00879-6","Article"
"Multi-cost Bounded Tradeoff Analysis in MDP","Journal of Automated Reasoning","","64","7","10.1007/s10817-020-09574-9","Arnd HartmannsSebastian JungesJoost-Pieter KatoenTim Quatmann","2020","http://link.springer.com/article/10.1007/s10817-020-09574-9","Article"
"On the end-of-life state oriented multi-objective disassembly line balancing problem","Journal of Intelligent Manufacturing","","31","6","10.1007/s10845-019-01519-3","Lixia ZhuZeqiang ZhangYi WangNing Cai","2020","http://link.springer.com/article/10.1007/s10845-019-01519-3","Article"
"Algorithms for a Smart Construction Environment","Algorithmic Aspects of Cloud Computing","","","","10.1007/978-3-030-58628-7_1","Petar KochovskiVlado Stankovski","2020","http://link.springer.com/chapter/10.1007/978-3-030-58628-7_1","Chapter"
"A Priori Membership for Data Representation: Case Study of SPECT Heart Data Set","Recent Advances in Intelligent Engineering","","","","10.1007/978-3-030-14350-3_4","Hamido FujitaYu-Chien Ko","2020","http://link.springer.com/chapter/10.1007/978-3-030-14350-3_4","Chapter"
"Integration of User Generated Geo-contents and Official Data to Assess Quality of Life in Intra-national Level","Social Indicators Research","","152","1","10.1007/s11205-020-02437-1","Ghasem JavadiMohammad Taleai","2020","http://link.springer.com/article/10.1007/s11205-020-02437-1","Article"
"Evaluation of Supply Chain Analytics Maturity Level with a Hesitant Fuzzy MCDM Technique","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_127","Gülçin BüyüközkanMerve GülerEsin Mukul","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_127","Chapter"
"Social mining-based clustering process for big-data integration","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-020-02042-7","Hoill JungKyungyong Chung","2020","http://link.springer.com/article/10.1007/s12652-020-02042-7","Article"
"Measuring the Performance of Factoring and Financial Leasing Firms Under Balanced Scorecard Perspective Using Pythagorean Fuzzy Sets","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_112","Ezgi DemirÇağlar KaramaşaSerpil AltınırmakNamık Kemal ErdoğanBasil Okoth","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_112","Chapter"
"Hybrid Entropy Method for Large Data Set Reduction Using MLP-ANN and SVM Classifiers","Data Science and Analytics","","","","10.1007/978-981-15-5827-6_5","RashmiUdayan Ghose","2020","http://link.springer.com/chapter/10.1007/978-981-15-5827-6_5","Chapter"
"What is this Monograph About?","Architecting Networked Engineered Systems","","","","10.1007/978-3-030-38610-8_1","Jelena Milisavljevic-SyedJanet K. AllenSesh CommuriFarrokh Mistree","2020","http://link.springer.com/chapter/10.1007/978-3-030-38610-8_1","Chapter"
"Learner Performance and Preference Meter for Better Career Guidance and Holistic Growth","ICT Analysis and Applications","","","","10.1007/978-981-15-0630-7_5","Nilay M. VaidyaKanubhai K. Patel","2020","http://link.springer.com/chapter/10.1007/978-981-15-0630-7_5","Chapter"
"Operations on Picture Fuzzy Numbers and Their Application in Multi-criteria Group Decision Making Problems","Biologically Inspired Techniques in Many-Criteria Decision Making","","","","10.1007/978-3-030-39033-4_17","Palash DuttaRajdeep BoraSatya Ranjan Dash","2020","http://link.springer.com/chapter/10.1007/978-3-030-39033-4_17","Chapter"
"A Review of TOPSIS Method for Multi Criteria Optimization in Manufacturing Environment","Intelligent Techniques and Applications in Science and Technology","","","","10.1007/978-3-030-42363-6_84","Ch. DivyaL. Suvarna RajuB. Singaravel","2020","http://link.springer.com/chapter/10.1007/978-3-030-42363-6_84","Chapter"
"City-scale Modeling of Urban Heat Islands for Kolkata","Climate Change, Hazards and Adaptation Options","","","","10.1007/978-3-030-37425-9_5","Ansar KhanSoumendu ChatterjeeWalter Leal FilhoRupali KhatunApurba DindaAprajita Minhas","2020","http://link.springer.com/chapter/10.1007/978-3-030-37425-9_5","Chapter"
"Selecting Strategic Partner for Iranian Official Airline Based on Mixed Fuzzy AHP and COPRAS Methods","Intelligent and Fuzzy Techniques in Big Data Analytics and Decision Making","","","","10.1007/978-3-030-23756-1_90","Gholam Ali MontazerKamran NourianfarMasoud Shayganmehr","2020","http://link.springer.com/chapter/10.1007/978-3-030-23756-1_90","Chapter"
"Deep learning-based multi-modal approach using RGB and skeleton sequences for human activity recognition","Multimedia Systems","","26","6","10.1007/s00530-020-00677-2","Pratishtha VermaAnimesh SahRajeev Srivastava","2020","http://link.springer.com/article/10.1007/s00530-020-00677-2","Article"
"Coronary Heart Disease Diagnosis Through Self-Organizing Map and Fuzzy Support Vector Machine with Incremental Updates","International Journal of Fuzzy Systems","","22","4","10.1007/s40815-020-00828-7","Mehrbakhsh NilashiHossein AhmadiAzizah Abdul ManafTarik A. RashidSarminah SamadLeila ShahmoradiNahla AljojoElnaz Akbari","2020","http://link.springer.com/article/10.1007/s40815-020-00828-7","Article"
"An Energy-Related Products Compliant Eco-Design Method with Durability-Embedded Economic and Environmental Assessments","International Journal of Precision Engineering and Manufacturing-Green Technology","","","","10.1007/s40684-020-00213-7","Farrell Samuel KilingSeung-Jun ShinMin-Kyu LeePrita Meilanitasari","2020","http://link.springer.com/article/10.1007/s40684-020-00213-7","Article"
"An improved decision support system for ABC inventory classification","Evolving Systems","","11","4","10.1007/s12530-019-09276-7","Ergün EraslanYusuf Tansel İÇ","2020","http://link.springer.com/article/10.1007/s12530-019-09276-7","Article"
"Goal scoring, coherent loss and applications to machine learning","Mathematical Programming","","182","1 - 2","10.1007/s10107-019-01387-y","Wenzhuo YangMelvyn SimHuan Xu","2020","http://link.springer.com/article/10.1007/s10107-019-01387-y","Article"
"A Fuzzy Multi-objective Mathematical Programming Model for Project Management Decisions Considering Quality and Contractual Reward and Penalty Costs in a Project Network","Arabian Journal for Science and Engineering","","","","10.1007/s13369-020-04800-3","S. M. HashemiS. M. MousaviA. Patoghi","2020","http://link.springer.com/article/10.1007/s13369-020-04800-3","Article"
"A Unified Framework for Outfit Design and Advice","Data Management, Analytics and Innovation","","","","10.1007/978-981-13-9364-8_3","Adewole AdewumiAdebola TaiwoSanjay MisraRytis MaskeliunasRobertas DamaseviciusRavin AhujaFoluso Ayeni","2020","http://link.springer.com/chapter/10.1007/978-981-13-9364-8_3","Chapter"
"Modeling Decision-Making with Intelligent Agents to Aid Rural Commuters in Developing Nations","Advances in Artificial Intelligence, Software and Systems Engineering","","","","10.1007/978-3-030-20454-9_52","Patricio Julián GerpeEvangelos Markopoulos","2020","http://link.springer.com/chapter/10.1007/978-3-030-20454-9_52","Chapter"
"Using Markov Learning Utilization Model for Resource Allocation in Cloud of Thing Network","Wireless Personal Communications","","","","10.1007/s11277-020-07591-w","Seyedeh Maedeh MirmohseniChunming TangAmir Javadpour","2020","http://link.springer.com/article/10.1007/s11277-020-07591-w","Article"
"Application of Improved AHP-BP Neural Network in CSR Performance Evaluation Model","Wireless Personal Communications","","111","4","10.1007/s11277-019-06981-z","Wenqin LiGuanghua XuQiuhang XingMinghan Lyu","2020","http://link.springer.com/article/10.1007/s11277-019-06981-z","Article"
