Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A Bibliometric Profile of Research on Rough Sets","Rough Sets","","","","10.1007/978-3-030-22815-6_41","Wenjie WeiDuoqian MiaoYuxiang Li","2019","http://link.springer.com/chapter/10.1007/978-3-030-22815-6_41","Chapter"
"Forward-Looking Activities Supporting Technological Planning of AI-Based Learning Platforms","Advances in Web-Based Learning – ICWL 2019","","","","10.1007/978-3-030-35758-0_26","Andrzej M. J. Skulimowski","2019","http://link.springer.com/chapter/10.1007/978-3-030-35758-0_26","Chapter"
"A Socio-Technical and Co-evolutionary Framework for Reducing Human-Related Risks in Cyber Security and Cybercrime Ecosystems","Dependability in Sensor, Cloud, and Big Data Systems and Applications","","","","10.1007/978-981-15-1304-6_22","Tasmina IslamIngolf BeckerRebecca PosnerPaul EkblomMichael McGuireHervé BorrionShujun Li","2019","http://link.springer.com/chapter/10.1007/978-981-15-1304-6_22","Chapter"
"Project Quality Management","CAPM® in Depth","","","","10.1007/978-1-4842-3664-2_10","Paul Sanghera","2019","http://link.springer.com/chapter/10.1007/978-1-4842-3664-2_10","Chapter"
"Performing Under Difficulty: The Magical Pressure Index","Cricket Performance Management","","","","10.1007/978-981-15-1354-1_7","Hemanta SaikiaDibyojyoti BhattacharjeeDiganta Mukherjee","2019","http://link.springer.com/chapter/10.1007/978-981-15-1354-1_7","Chapter"
"A systematic review on approaches and methods used for flood vulnerability assessment: framework for future research","Natural Hazards","","96","2","10.1007/s11069-018-03567-z","Sufia RehmanMehebub SahanaHaoyuan HongHaroon SajjadBaharin Bin Ahmed","2019","http://link.springer.com/article/10.1007/s11069-018-03567-z","Article"
"Applications to Corporate Default Prediction and Consumer Credit","Analytical Techniques in the Assessment of Credit Risk","","","","10.1007/978-3-319-99411-6_4","Michalis DoumposChristos LemonakisDimitrios NiklisConstantin Zopounidis","2019","http://link.springer.com/chapter/10.1007/978-3-319-99411-6_4","Chapter"
"MIFCM: MICE imputed fuzzy C means clustering approach for effective skyline query processing on partially complete data","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-019-01538-1","Deepa Kanmani SwaminathanE. KirubakaranElijah Blessing RajsinghA. Shamila Ebenezer","2019","http://link.springer.com/article/10.1007/s12652-019-01538-1","Article"
"An ordered clustering algorithm based on fuzzy c-means and PROMETHEE","International Journal of Machine Learning and Cybernetics","","10","6","10.1007/s13042-018-0824-7","Chengzu BaiRen ZhangLongxia QianLijun LiuYaning Wu","2019","http://link.springer.com/article/10.1007/s13042-018-0824-7","Article"
"An Analytic Hierarchy Process Based Comparative Study of Web Data Extraction Approaches","Lecture Notes in Real-Time Intelligent Systems","","","","10.1007/978-3-319-91337-7_10","Said SadikAbdessamad BelangourAbdelaziz Marzak","2019","http://link.springer.com/chapter/10.1007/978-3-319-91337-7_10","Chapter"
"Issues in Reverse Supply Chains Logistics","Service Orientation in Holonic and Multi-Agent Manufacturing","","","","10.1007/978-3-030-03003-2_27","Ionuţ CraiuLuminiţa Duţă","2019","http://link.springer.com/chapter/10.1007/978-3-030-03003-2_27","Chapter"
"Granular Computing and Data Mining for Ordered Data: The Dominance-Based Rough Set Approach","Encyclopedia of Complexity and Systems Science","","","","10.1007/978-3-642-27737-5_251-3","Salvatore GrecoBenedetto MatarazzoRoman Słowiński","2019","http://link.springer.com/referenceworkentry/10.1007/978-3-642-27737-5_251-3","ReferenceWorkEntry"
"A group decision model for credit granting in the financial market","Financial Innovation","","5","1","10.1186/s40854-019-0126-4","Paulo Cesar SchottenDanielle Costa Morais","2019","http://link.springer.com/article/10.1186/s40854-019-0126-4","Article"
"Additive Manufacturing (AM) Technology Assessment for Titanium Hip Implant Fabrication","R&D Management in the Knowledge Era","","","","10.1007/978-3-030-15409-7_8","Ece ÜretenThomas WillettMihaela VlaseaTuğrul Daim","2019","http://link.springer.com/chapter/10.1007/978-3-030-15409-7_8","Chapter"
"Monitoring and Controlling the Project Work","PMP® in Depth","","","","10.1007/978-1-4842-3910-0_12","Paul Sanghera","2019","http://link.springer.com/chapter/10.1007/978-1-4842-3910-0_12","Chapter"
"Applications","Uncertainty Data in Interval-Valued Fuzzy Set Theory","","","","10.1007/978-3-319-93910-0_3","Barbara Pȩkala","2019","http://link.springer.com/chapter/10.1007/978-3-319-93910-0_3","Chapter"
"Fuzzy Multi-Objective Simulation-Optimization of Stepped Spillways Considering Flood Uncertainty","Water Resources Management","","33","7","10.1007/s11269-019-02263-2","Mehrdad Ghorbani MooseluMohammad Reza NikooNooshin Bakhtiari RayaniAzizallah Izady","2019","http://link.springer.com/article/10.1007/s11269-019-02263-2","Article"
"Project Risk Management","CAPM® in Depth","","","","10.1007/978-1-4842-3664-2_11","Paul Sanghera","2019","http://link.springer.com/chapter/10.1007/978-1-4842-3664-2_11","Chapter"
"Application of the ANP to the prioritization of project stakeholders in the context of responsible research and innovation","Central European Journal of Operations Research","","27","3","10.1007/s10100-018-0573-4","Ivan Ligardo-HerreraTomás Gómez-NavarroHannia Gonzalez-Urango","2019","http://link.springer.com/article/10.1007/s10100-018-0573-4","Article"
"Planning Project and Scope","PMP® in Depth","","","","10.1007/978-1-4842-3910-0_4","Paul Sanghera","2019","http://link.springer.com/chapter/10.1007/978-1-4842-3910-0_4","Chapter"
"An Integrated AHP & DEA Methodology with Neutrosophic Sets","Fuzzy Multi-criteria Decision-Making Using Neutrosophic Sets","","","","10.1007/978-3-030-00045-5_24","Cengiz Kahramanİrem OtayBaşar ÖztayşiSezi Çevik Onar","2019","http://link.springer.com/chapter/10.1007/978-3-030-00045-5_24","Chapter"
"Forum","Pharmaceutical Medicine","","33","1","10.1007/s40290-018-00264-x","","2019","http://link.springer.com/article/10.1007/s40290-018-00264-x","Article"
"Managing the Stakeholders","CAPM® in Depth","","","","10.1007/978-1-4842-3664-2_8","Paul Sanghera","2019","http://link.springer.com/chapter/10.1007/978-1-4842-3664-2_8","Chapter"
"Selection of Gamification Elements for Demand Side Energy Management: An Application Using Hesitant Fuzzy AHP","R&D Management in the Knowledge Era","","","","10.1007/978-3-030-15409-7_11","Basar OztaysiOnur DoganHakan Gul","2019","http://link.springer.com/chapter/10.1007/978-3-030-15409-7_11","Chapter"
"Monitoring Stakeholder Engagement and Communication","PMP® in Depth","","","","10.1007/978-1-4842-3910-0_14","Paul Sanghera","2019","http://link.springer.com/chapter/10.1007/978-1-4842-3910-0_14","Chapter"
"Decision Model to Locate a Franchisee Applied to a Fast-Food Restaurant","Design and Management of Interfirm Networks","","","","10.1007/978-3-030-29245-4_9","José Daniel García-CastroJosefa Mula","2019","http://link.springer.com/chapter/10.1007/978-3-030-29245-4_9","Chapter"
"Seismic vulnerability assessment of urban buildings and traffic networks using fuzzy ordered weighted average","Journal of Mountain Science","","16","3","10.1007/s11629-017-4802-4","Yasaman AsadiNajmeh Neysani SamanyKeyvan Ezimand","2019","http://link.springer.com/article/10.1007/s11629-017-4802-4","Article"
"Mobile Patient Monitoring Systems from a Benchmarking Aspect: Challenges, Open Issues and Recommended Solutions","Journal of Medical Systems","","43","7","10.1007/s10916-019-1336-z","E. M. AlmahdiA. A. ZaidanB. B. ZaidanM. A. AlsalemO. S. AlbahriA. S. Albahri","2019","http://link.springer.com/article/10.1007/s10916-019-1336-z","Article"
"Supplier Selection in Plastic Products Manufacturing MSMEs Using a Combined Traditional and Green Criteria Based on AHP and Fuzzy AHP","Proceedings of International Conference on Intelligent Manufacturing and Automation","","","","10.1007/978-981-13-2490-1_55","Ashish J. DeshmukhHari Vasudevan","2019","http://link.springer.com/chapter/10.1007/978-981-13-2490-1_55","Chapter"
"Project Resource Management","CAPM® in Depth","","","","10.1007/978-1-4842-3664-2_6","Paul Sanghera","2019","http://link.springer.com/chapter/10.1007/978-1-4842-3664-2_6","Chapter"
"Systems Thinking Approach for Resilient Critical Infrastructures in Urban Disaster Management and Sustainable Development","Resilient Structures and Infrastructure","","","","10.1007/978-981-13-7446-3_15","Md. Shahab UddinJayant Kumar RoutrayPennung Warnitchai","2019","http://link.springer.com/chapter/10.1007/978-981-13-7446-3_15","Chapter"
"Organizational design based on simulation modeling","The International Journal of Advanced Manufacturing Technology","","104","9 - 12","10.1007/s00170-017-1453-0","Stanojevic PetarMirjana MisitaJeftic ZoranMilosevic MladenMiskovic VasilijeBukvic Vladimir","2019","http://link.springer.com/article/10.1007/s00170-017-1453-0","Article"
"Geometric aggregation operators with interval-valued Pythagorean trapezoidal fuzzy numbers based on Einstein operations and their application in group decision making","International Journal of Machine Learning and Cybernetics","","10","10","10.1007/s13042-018-00909-y","M. ShakeelS. AbdullahM. ShahzadNasir Siddiqui","2019","http://link.springer.com/article/10.1007/s13042-018-00909-y","Article"
"Selection of a Strategic Plan Using an Integrated AHP-Goal Programming Approach","Operational Research","","","","10.1007/978-3-030-10731-4_9","Dalila B. M. M. FontesTeresa PereiraMárcia Oliveira","2019","http://link.springer.com/chapter/10.1007/978-3-030-10731-4_9","Chapter"
"PROMETHEE for prioritized criteria","Soft Computing","","23","22","10.1007/s00500-019-04109-w","Xiuli QiXiaohan YuLei WangXianglin LiaoSuojuan Zhang","2019","http://link.springer.com/article/10.1007/s00500-019-04109-w","Article"
"Perspectives and Future Trends","Introduction to Materials for Advanced Energy Systems","","","","10.1007/978-3-319-98002-7_12","Colin Tong","2019","http://link.springer.com/chapter/10.1007/978-3-319-98002-7_12","Chapter"
"Intuitionistic fuzzy Dombi aggregation operators and their application to multiple attribute decision-making","Granular Computing","","","","10.1007/s41066-019-00209-y","Mijanur Rahaman SeikhUtpal Mandal","2019","http://link.springer.com/article/10.1007/s41066-019-00209-y","Article"
"Key factors for the implementation and integration of innovative ICT solutions in SMEs and large companies involved in the multimodal transport of dangerous goods","European Transport Research Review","","11","1","10.1186/s12544-019-0362-8","Gemma Dolores MoleroFrancisco Enrique SantarremigiaSara Poveda-ReyesMelanie MayrhoferSamir Awad-NúñezAbdullah Kassabji","2019","http://link.springer.com/article/10.1186/s12544-019-0362-8","Article"
"Possibilistic Moment Models for Multi-period Portfolio Selection with Fuzzy Returns","Computational Economics","","53","4","10.1007/s10614-018-9833-6","Yong-Jun LiuWei-Guo Zhang","2019","http://link.springer.com/article/10.1007/s10614-018-9833-6","Article"
"A Fuzzy Decision-Making Trial and Evaluation Laboratory approach to analyse risk factors related to environmental health and safety aspects in the healthcare industry","Sādhanā","","44","3","10.1007/s12046-018-1050-4","R K A BHALAJIS BATHRINATHS G PONNAMBALAMS SARAVANASANKAR","2019","http://link.springer.com/article/10.1007/s12046-018-1050-4","Article"
"NAUTILUS Navigator: free search interactive multiobjective optimization without trading-off","Journal of Global Optimization","","74","2","10.1007/s10898-019-00765-2","Ana B. RuizFrancisco RuizKaisa MiettinenLaura Delgado-AntequeraVesa Ojalehto","2019","http://link.springer.com/article/10.1007/s10898-019-00765-2","Article"
"Intuitionistic fuzzy relations compatible with the group Zn","Journal of the Egyptian Mathematical Society","","27","1","10.1186/s42787-019-0053-6","E. G. Emam","2019","http://link.springer.com/article/10.1186/s42787-019-0053-6","Article"
"A rough multi-objective genetic algorithm for uncertain constrained multi-objective solid travelling salesman problem","Granular Computing","","4","1","10.1007/s41066-018-0094-5","Samir MaityArindam RoyManoanjan Maiti","2019","http://link.springer.com/article/10.1007/s41066-018-0094-5","Article"
"Managing Project Resources","PMP® in Depth","","","","10.1007/978-1-4842-3910-0_10","Paul Sanghera","2019","http://link.springer.com/chapter/10.1007/978-1-4842-3910-0_10","Chapter"
"Dynamic-R: A New “Convincing” Multiple Criteria Method for Rating Problem Statements","Decision Support Systems IX: Main Developments and Future Trends","","","","10.1007/978-3-030-18819-1_11","Oussama RabounEric ChojnackiAlexis Tsoukias","2019","http://link.springer.com/chapter/10.1007/978-3-030-18819-1_11","Chapter"
"UX Challenges in GDSS: An Experience Report","Group Decision and Negotiation: Behavior, Models, and Support","","","","10.1007/978-3-030-21711-2_6","Amir SakkaGabriela BosettiJulián GrigeraGuy CamilleriAlejandro FernándezPascale ZaratéSandro BimonteLucile Sautot","2019","http://link.springer.com/chapter/10.1007/978-3-030-21711-2_6","Chapter"
"Introduction","Smart and Digital Cities","","","","10.1007/978-3-030-12255-3_1","Vitor N. CoelhoIgor M. CoelhoThays A. OliveiraLuiz S. Ochi","2019","http://link.springer.com/chapter/10.1007/978-3-030-12255-3_1","Chapter"
