Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Scalable graph-based OLAP analytics over process execution data","Distributed and Parallel Databases","","34","3","10.1007/s10619-014-7171-9","Seyed-Mehdi-Reza BeheshtiBoualem BenatallahHamid Reza Motahari-Nezhad","2016","http://link.springer.com/article/10.1007/s10619-014-7171-9","Article"
"An entropy-based clustering ensemble method to support resource allocation in business process management","Knowledge and Information Systems","","48","2","10.1007/s10115-015-0879-7","Weidong ZhaoHaitao LiuWeihui DaiJian Ma","2016","http://link.springer.com/article/10.1007/s10115-015-0879-7","Article"
"Big Network Analytics Based on Nonconvex Optimization","Big Data Optimization: Recent Developments and Challenges","","","","10.1007/978-3-319-30265-2_15","Maoguo GongQing CaiLijia MaLicheng Jiao","2016","http://link.springer.com/chapter/10.1007/978-3-319-30265-2_15","Chapter"
"An MCDM approach towards handling outliers in web data: a case study using OWA operators","Artificial Intelligence Review","","46","1","10.1007/s10462-015-9456-4","Ankit GuptaShruti Kohli","2016","http://link.springer.com/article/10.1007/s10462-015-9456-4","Article"
"Reasons for wind turbine generator failures: a multi-criteria approach for sustainable power production","Renewables: Wind, Water, and Solar","","3","1","10.1186/s40807-016-0029-1","Rajakumar D. GowdarM. C. Mallikarjune Gowda","2016","http://link.springer.com/article/10.1186/s40807-016-0029-1","Article"
"Computational personality recognition in social media","User Modeling and User-Adapted Interaction","","26","2 - 3","10.1007/s11257-016-9171-0","Golnoosh FarnadiGeetha SitaramanShanu SushmitaFabio CelliMichal KosinskiDavid StillwellSergio DavalosMarie-Francine MoensMartine De Cock","2016","http://link.springer.com/article/10.1007/s11257-016-9171-0","Article"
"Business Process Data Analysis","Process Analytics","","","","10.1007/978-3-319-25037-3_5","Seyed-Mehdi-Reza BeheshtiBoualem BenatallahSherif SakrDaniela GrigoriHamid Reza Motahari-NezhadMoshe Chai BarukhAhmed GaterSeung Hwan Ryu","2016","http://link.springer.com/chapter/10.1007/978-3-319-25037-3_5","Chapter"
"Design Methods","Research in Interactive Design (Vol. 4)","","","","10.1007/978-3-319-26121-8_11","Xavier EspinachAntonio MancusoBenoit Eynard","2016","http://link.springer.com/chapter/10.1007/978-3-319-26121-8_11","Chapter"
"An Intelligent, Integrated, Problem-Independent Method for Multiresponse Process Optimisation","Advanced Multiresponse Process Optimisation","","","","10.1007/978-3-319-19255-0_3","Tatjana V. ŠibalijaVidosav D. Majstorović","2016","http://link.springer.com/chapter/10.1007/978-3-319-19255-0_3","Chapter"
"Fuzzy Decision-Making of a Process for Quality Management","Machine Learning, Optimization, and Big Data","","","","10.1007/978-3-319-51469-7_30","Feyza GürbüzPanos M. Pardalos","2016","http://link.springer.com/chapter/10.1007/978-3-319-51469-7_30","Chapter"
"A Linear Regression Approach to Multi-criteria Recommender System","Data Mining and Big Data","","","","10.1007/978-3-319-40973-3_23","Tanisha JhalaniVibhor KantPragya Dwivedi","2016","http://link.springer.com/chapter/10.1007/978-3-319-40973-3_23","Chapter"
"Low-carbon supply chain resources allocation based on quantum chaos neural network algorithm and learning effect","Natural Hazards","","83","1","10.1007/s11069-016-2320-2","Xiao-Hong LiuMi-Yuan ShanLi-Hong Zhang","2016","http://link.springer.com/article/10.1007/s11069-016-2320-2","Article"
"Bi-Level Decision Making in Ra-Ra Phenomenon","Random-Like Bi-level Decision Making","","","","10.1007/978-981-10-1768-1_3","Jiuping XuZongmin LiZhimiao Tao","2016","http://link.springer.com/chapter/10.1007/978-981-10-1768-1_3","Chapter"
"Preferences in artificial intelligence","Annals of Mathematics and Artificial Intelligence","","77","3 - 4","10.1007/s10472-015-9475-5","Gabriella PigozziAlexis TsoukiàsPaolo Viappiani","2016","http://link.springer.com/article/10.1007/s10472-015-9475-5","Article"
"A Novel Multi-Criteria Multi-Agent-Based Routing Strategy Based on Tarantula Mating Behavior","Proceedings of the 4th International Conference on Frontiers in Intelligent Computing: Theory and Applications (FICTA) 2015","","","","10.1007/978-81-322-2695-6_37","Susmita BandyopadhyayArindam Kumar Chanda","2016","http://link.springer.com/chapter/10.1007/978-81-322-2695-6_37","Chapter"
"Challenges and future perspectives for the life cycle of manufacturing networks in the mass customisation era","Logistics Research","","9","1","10.1007/s12159-015-0129-0","D. Mourtzis","2016","http://link.springer.com/article/10.1007/s12159-015-0129-0","Article"
"Adaptive immune genetic algorithm for weapon system portfolio optimization in military big data environment","Cluster Computing","","19","3","10.1007/s10586-016-0596-3","Shanliang YangMei YangSong WangKedi Huang","2016","http://link.springer.com/article/10.1007/s10586-016-0596-3","Article"
"Towards an agent based traffic regulation and recommendation system for the on-road air quality control","SpringerPlus","","5","1","10.1186/s40064-016-3282-2","Abderrahmane SadiqAbdelaziz El FazzikiJamal OuarzaziMohamed Sadgal","2016","http://link.springer.com/article/10.1186/s40064-016-3282-2","Article"
"A Novel Multi-criteria Inventory Classification Approach: Artificial Bee Colony Algorithm with VIKOR Method","Computer and Information Sciences","","","","10.1007/978-3-319-47217-1_7","Hedi CherifTalel Ladhari","2016","http://link.springer.com/chapter/10.1007/978-3-319-47217-1_7","Chapter"
"A genetic algorithm-based integrated design environment for the preliminary design and optimization of aeronautical piston engine components","The International Journal of Advanced Manufacturing Technology","","86","9 - 12","10.1007/s00170-016-8433-7","Cristina Renzi","2016","http://link.springer.com/article/10.1007/s00170-016-8433-7","Article"
"A Knowledge Based System for Supporting Sustainable Industrial Management in a Clothes Manufacturing Company Based on a Data Fusion Model","Decision Support Systems VI - Addressing Sustainability and Societal Challenges","","","","10.1007/978-3-319-32877-5_9","Gasper G. VieiraLeonilde R. VarelaRita A. Ribeiro","2016","http://link.springer.com/chapter/10.1007/978-3-319-32877-5_9","Chapter"
"An Automated Literature Analysis on Data Mining Applications to Credit Risk Assessment","Artificial Intelligence in Financial Markets","","","","10.1057/978-1-137-48880-0_6","Sérgio MoroPaulo CortezPaulo Rita","2016","http://link.springer.com/chapter/10.1057/978-1-137-48880-0_6","Chapter"
"Advances in Intelligent Decision-Making Technology Support","Intelligent Decision Technology Support in Practice","","","","10.1007/978-3-319-21209-8_1","Jeffrey W. TweedaleGloria Phillips-WrenLakhmi C. Jain","2016","http://link.springer.com/chapter/10.1007/978-3-319-21209-8_1","Chapter"
"Fitting Aggregation Functions to Empirical Data","An Introduction to Data Analysis using Aggregation Functions in R","","","","10.1007/978-3-319-46762-7_5","Simon James","2016","http://link.springer.com/chapter/10.1007/978-3-319-46762-7_5","Chapter"
"A novel framework to evaluate programmable logic controllers: a fuzzy MCDM perspective","Journal of Intelligent Manufacturing","","27","2","10.1007/s10845-013-0863-6","Chih-Hsuan WangHui-Shan Wu","2016","http://link.springer.com/article/10.1007/s10845-013-0863-6","Article"
"Big data: the key to energy efficiency in smart buildings","Soft Computing","","20","5","10.1007/s00500-015-1679-4","M. Victoria MorenoLuc DufourAntonio F. SkarmetaAntonio J. JaraDominique GenoudBruno LadevieJean-Jacques Bezian","2016","http://link.springer.com/article/10.1007/s00500-015-1679-4","Article"
"Dynamic Sampling for Visual Exploration of Large Dense-Dense Matrices","Human Interface and the Management of Information: Information, Design and Interaction","","","","10.1007/978-3-319-40349-6_29","Philipp RoskoschJames TwellmeyerArjan Kuijper","2016","http://link.springer.com/chapter/10.1007/978-3-319-40349-6_29","Chapter"
"Overview: Behavioral Operational Research in Practice","Behavioral Operational Research","","","","10.1057/978-1-137-53551-1_12","Katharina BurgerJonathan Malpass","2016","http://link.springer.com/chapter/10.1057/978-1-137-53551-1_12","Chapter"
"Optimization Strategies in Design Space Exploration","Handbook of Hardware/Software Codesign","","","","10.1007/978-94-017-7358-4_7-1","Jacopo PaneratiDonatella SciutoGiovanni Beltrame","2016","http://link.springer.com/referenceworkentry/10.1007/978-94-017-7358-4_7-1","ReferenceWorkEntry"
"Multi-objective optimization problem under fuzzy rule constraints using particle swarm optimization","Soft Computing","","20","6","10.1007/s00500-015-1639-z","Debjani ChakrabortyDebashree GuhaBapi Dutta","2016","http://link.springer.com/article/10.1007/s00500-015-1639-z","Article"
"Introduction","Advanced Decision Making for HVAC Engineers","","","","10.1007/978-3-319-33328-1_8","Javad Khazaii","2016","http://link.springer.com/chapter/10.1007/978-3-319-33328-1_8","Chapter"
"International EcoHealth One Health Congress 2016","EcoHealth","","13","1","10.1007/s10393-016-1182-0","","2016","http://link.springer.com/article/10.1007/s10393-016-1182-0","Article"
"Bi-Level Decision Making in Random Phenomenon","Random-Like Bi-level Decision Making","","","","10.1007/978-981-10-1768-1_2","Jiuping XuZongmin LiZhimiao Tao","2016","http://link.springer.com/chapter/10.1007/978-981-10-1768-1_2","Chapter"
"Privacy-Preserving Two-Party Skyline Queries Over Horizontally Partitioned Data","Information Security Theory and Practice","","","","10.1007/978-3-319-45931-8_12","Ling ChenTing YuRada Chirkova","2016","http://link.springer.com/chapter/10.1007/978-3-319-45931-8_12","Chapter"
"Optimization Methods","Multidisciplinary Design Optimization Methods for Electrical Machines and Drive Systems","","","","10.1007/978-3-662-49271-0_3","Gang LeiJianguo ZhuYouguang Guo","2016","http://link.springer.com/chapter/10.1007/978-3-662-49271-0_3","Chapter"
"Recent Study on the Application of Hybrid Rough Set and Soft Set Theories in Decision Analysis Process","Trends in Applied Knowledge-Based Systems and Data Science","","","","10.1007/978-3-319-42007-3_61","Masurah MohamadAli Selamat","2016","http://link.springer.com/chapter/10.1007/978-3-319-42007-3_61","Chapter"
"Personalized Intelligent Mobility Platform: An Enrichment Approach Using Social Media","Intelligent Decision Technology Support in Practice","","","","10.1007/978-3-319-21209-8_5","Ruben CostaPaulo FigueirasCarlos GutierrezLuka Bradesko","2016","http://link.springer.com/chapter/10.1007/978-3-319-21209-8_5","Chapter"
"Prioritization of Chemicals Based on Chemoinformatic Analysis","Handbook of Computational Chemistry","","","","10.1007/978-94-007-6169-8_58-1","Paola Gramatica","2016","http://link.springer.com/referenceworkentry/10.1007/978-94-007-6169-8_58-1","ReferenceWorkEntry"
"Supply Chain Partnerships","Designing Value-Creating Supply Chain Networks","","","","10.1007/978-3-319-28146-9_6","Alain MartelWalid Klibi","2016","http://link.springer.com/chapter/10.1007/978-3-319-28146-9_6","Chapter"
"GIS-Based Modeling of Archaeological Dynamics (GMAD): Weaknesses, Strengths, and the Utility of Sensitivity Analysis","Uncertainty and Sensitivity Analysis in Archaeological Computational Modeling","","","","10.1007/978-3-319-27833-9_4","Marieka Brouwer Burg","2016","http://link.springer.com/chapter/10.1007/978-3-319-27833-9_4","Chapter"
"Service feature modeling: modeling and participatory ranking of service design alternatives","Software & Systems Modeling","","15","2","10.1007/s10270-014-0414-4","Erik WitternChristian Zirpins","2016","http://link.springer.com/article/10.1007/s10270-014-0414-4","Article"
"Two-Stage Flow Distribution Model Based on Multi-objective Optimization","International Conference on Oriental Thinking and Fuzzy Logic","","","","10.1007/978-3-319-30874-6_47","Cheng-yi ZhangHai-xia LongHai-yan Fu","2016","http://link.springer.com/chapter/10.1007/978-3-319-30874-6_47","Chapter"
"Cost-Benefit Analysis of Using Dependency Knowledge at Integration Testing","Product-Focused Software Process Improvement","","","","10.1007/978-3-319-49094-6_17","Sahar TahviliMarkus BohlinMehrdad SaadatmandStig LarssonWasif AfzalDaniel Sundmark","2016","http://link.springer.com/chapter/10.1007/978-3-319-49094-6_17","Chapter"
"Skyline-join query processing in distributed databases","Frontiers of Computer Science","","10","2","10.1007/s11704-015-4534-y","Mei BaiJunchang XinGuoren WangRoger ZimmermannXite Wang","2016","http://link.springer.com/article/10.1007/s11704-015-4534-y","Article"
"Failure Mode and Effects Analysis Under Uncertainty: A Literature Review and Tutorial","Intelligent Decision Making in Quality Management","","","","10.1007/978-3-319-24499-0_10","Umut AsanAyberk Soyer","2016","http://link.springer.com/chapter/10.1007/978-3-319-24499-0_10","Chapter"
"Combining Fuzzy AHP and Fuzzy TOPSIS with Financial Ratios to Design a Novel Performance Evaluation Model","International Journal of Fuzzy Systems","","18","2","10.1007/s40815-016-0142-8","Meysam ShaverdiIman RamezaniReza TahmasebiAli Asghar Anvary Rostamy","2016","http://link.springer.com/article/10.1007/s40815-016-0142-8","Article"
"Uncertainties","Uncertainty and Sensitivity Analysis in Archaeological Computational Modeling","","","","10.1007/978-3-319-27833-9_9","Sander van der Leeuw","2016","http://link.springer.com/chapter/10.1007/978-3-319-27833-9_9","Chapter"
"An optimization algorithm for a capacitated vehicle routing problem with time windows","Sādhanā","","41","5","10.1007/s12046-016-0488-5","Pinar Kirci","2016","http://link.springer.com/article/10.1007/s12046-016-0488-5","Article"
"An ELECTRE approach for evaluating secondary education profiles: evidence from PISA survey in Serbia","Annals of Operations Research","","245","1 - 2","10.1007/s10479-015-1823-7","Mladen StamenkovićIvan AnićMarijana PetrovićNataša Bojković","2016","http://link.springer.com/article/10.1007/s10479-015-1823-7","Article"
"Collaborative Requirement Prioritization for an E-Recruitment Platform for Qualified but Disadvantaged Individuals","Knowledge, Information and Creativity Support Systems","","","","10.1007/978-3-319-27478-2_42","Ahmet SuerdemBasar Oztaysi","2016","http://link.springer.com/chapter/10.1007/978-3-319-27478-2_42","Chapter"
"Research on the Tendency of Consumer Online Shopping Based on Improved TOPSIS Method","Big Data Technology and Applications","","","","10.1007/978-981-10-0457-5_28","Yuekun MaPengfei LiuDonghuan Huang","2016","http://link.springer.com/chapter/10.1007/978-981-10-0457-5_28","Chapter"
"Fuzzy Sets in Agriculture","Fuzzy Logic in Its 50th Year","","","","10.1007/978-3-319-31093-0_10","Elpiniki I. PapageorgiouKonstantinos KokkinosZoumpoulia Dikopoulou","2016","http://link.springer.com/chapter/10.1007/978-3-319-31093-0_10","Chapter"
"Multicriteria Decision Aid/Analysis in Finance","Multiple Criteria Decision Analysis","","","","10.1007/978-1-4939-3094-4_24","Jaap SpronkRalph E. SteuerConstantin Zopounidis","2016","http://link.springer.com/chapter/10.1007/978-1-4939-3094-4_24","Chapter"
"Relative weight comparison between virtual key factors of cloud computing with analytic network process","The Journal of Supercomputing","","72","5","10.1007/s11227-014-1311-x","Cheol-Rim ChoiHwa-Young JeongJong Hyuk ParkHaeng Jin JangYoung-Sik Jeong","2016","http://link.springer.com/article/10.1007/s11227-014-1311-x","Article"
"A Review of the Use of Computational Intelligence in the Design of Military Surveillance Networks","Recent Advances in Computational Intelligence in Defense and Security","","","","10.1007/978-3-319-26450-9_24","Mark G. BallBlerim QelaSlawomir Wesolkowski","2016","http://link.springer.com/chapter/10.1007/978-3-319-26450-9_24","Chapter"
"To Explore or to Exploit? Learning Humans’ Behaviour to Maximize Interactions with Them","Modelling and Simulation for Autonomous Systems","","","","10.1007/978-3-319-47605-6_5","Miroslav KulichTomáš KrajníkLibor PřeučilTom Duckett","2016","http://link.springer.com/chapter/10.1007/978-3-319-47605-6_5","Chapter"
"Communication and Ubiquitous Computing","Wireless Personal Communications","","86","1","10.1007/s11277-015-3127-2","Sun-Moon JoYu-Keum JeongJungsoo Han","2016","http://link.springer.com/article/10.1007/s11277-015-3127-2","Article"
"MCDA and LCSA—A Note on the Aggregation of Preferences","Knowledge, Information and Creativity Support Systems","","","","10.1007/978-3-319-27478-2_8","João Carlos Namorado ClímacoRogerio Valle","2016","http://link.springer.com/chapter/10.1007/978-3-319-27478-2_8","Chapter"
"Examples of System Designs and Implementations","Scheduling","","","","10.1007/978-3-319-26580-3_19","Michael L. Pinedo","2016","http://link.springer.com/chapter/10.1007/978-3-319-26580-3_19","Chapter"
"Dynamic Communication-Aware Scheduling with Uncertainty of Workflow Applications in Clouds","High Performance Computer Applications","","","","10.1007/978-3-319-32243-8_12","Vanessa MirandaAndrei TchernykhDzmitry Kliazovich","2016","http://link.springer.com/chapter/10.1007/978-3-319-32243-8_12","Chapter"
"A conceptual analytic network model for evaluating and selecting third-party reverse logistics providers","The International Journal of Advanced Manufacturing Technology","","86","5 - 8","10.1007/s00170-015-8208-6","Madjid TavanaMohsen ZareinejadFrancisco J. Santos-ArteagaMohamad Amin Kaviani","2016","http://link.springer.com/article/10.1007/s00170-015-8208-6","Article"
"Construction of an Outranking Relation Based on Semantic Criteria with ELECTRE-III","Information Processing and Management of Uncertainty in Knowledge-Based Systems","","","","10.1007/978-3-319-40581-0_20","Miriam Martínez-GarcíaAida VallsAntonio Moreno","2016","http://link.springer.com/chapter/10.1007/978-3-319-40581-0_20","Chapter"
"Retrofit of Total Site Heat Exchanger Networks by Mathematical Programming Approach","Alternative Energy Sources and Technologies","","","","10.1007/978-3-319-28752-2_11","Lidija ČučekZdravko Kravanja","2016","http://link.springer.com/chapter/10.1007/978-3-319-28752-2_11","Chapter"
"A robust time delay auto-regressive exogenous fuzzy inference system for real-time estimation of catalyst temperature over engines coldstart operation: a multiobjective implementation scenario","International Journal of Dynamics and Control","","4","1","10.1007/s40435-014-0133-2","Ahmad MozaffariNasser L. Azad","2016","http://link.springer.com/article/10.1007/s40435-014-0133-2","Article"
"A risk assessment model for selecting cloud service providers","Journal of Cloud Computing","","5","1","10.1186/s13677-016-0064-x","Erdal CayirciAlexandr GaragaAnderson Santana de OliveiraYves Roudier","2016","http://link.springer.com/article/10.1186/s13677-016-0064-x","Article"
"A Framework for Group Decision Support System Using Cloud Database for Broadcasting Earthquake Occurrences","Proceedings of the International Congress on Information and Communication Technology","","","","10.1007/978-981-10-0767-5_63","S. GowriS. VigneshwariR. SathiyavathiT. R. Kalai Lakshmi","2016","http://link.springer.com/chapter/10.1007/978-981-10-0767-5_63","Chapter"
"Integrating correspondence analysis with Grey relational model to implement a user-driven STP product strategy for smart glasses","Journal of Intelligent Manufacturing","","27","5","10.1007/s10845-014-0931-6","Chih-Hsuan Wang","2016","http://link.springer.com/article/10.1007/s10845-014-0931-6","Article"
"A dominance based rough set classification system for fault diagnosis in electrical smart grid environments","Artificial Intelligence Review","","46","3","10.1007/s10462-016-9468-8","Sarvesh RawatAhmed PatelJoaquim Celestino Jr.André Luiz Moura dos Santos","2016","http://link.springer.com/article/10.1007/s10462-016-9468-8","Article"
"Capital Stock and Performance of R&D Organizations: A Dynamic DEA-ANP Hybrid Approach","Handbook of Operations Analytics Using Data Envelopment Analysis","","","","10.1007/978-1-4899-7705-2_7","Yueh-Cheng WuQian Long KwehWen-Min LuShiu-Wan HungChia-Fa Chang","2016","http://link.springer.com/chapter/10.1007/978-1-4899-7705-2_7","Chapter"
"Multi-objective approach for robot motion planning in search tasks","Applied Intelligence","","45","2","10.1007/s10489-015-0754-y","Kossar JeddisaraviReza Javanmard AlitappehLuciano C. A. PimentaFrederico G. Guimarães","2016","http://link.springer.com/article/10.1007/s10489-015-0754-y","Article"
"A Hybrid Approach for Radio Access Technology Selection in Heterogeneous Wireless Networks","Wireless Personal Communications","","86","2","10.1007/s11277-015-2957-2","Melhem El HelouSamer LahoudMarc IbrahimKinda KhawamBernard CousinDany Mezher","2016","http://link.springer.com/article/10.1007/s11277-015-2957-2","Article"
"A Hybrid Fuzzy MCDM Approach to Identify Critical Factors and CO2 Capture Technology for Sustainable Iron and Steel Manufacturing","Arabian Journal for Science and Engineering","","41","11","10.1007/s13369-016-2134-2","M. Abdul QuaderShamsuddin Ahmed","2016","http://link.springer.com/article/10.1007/s13369-016-2134-2","Article"
"Application Methods AHP and Benchmarking in the Strategic Management of Local Development: The Key Procedural Aspects Through the Example of Polish Districts","Entrepreneurship, Business and Economics - Vol. 2","","","","10.1007/978-3-319-27573-4_33","Jacek Strojny","2016","http://link.springer.com/chapter/10.1007/978-3-319-27573-4_33","Chapter"
"Diagnosis and Prognosis of Salt-Affected Soils and Poor-Quality Waters Using Remote Sensing and Proximal Techniques","Innovative Saline Agriculture","","","","10.1007/978-81-322-2770-0_3","Madhurama SethiD. S. BundelaRajkumar","2016","http://link.springer.com/chapter/10.1007/978-81-322-2770-0_3","Chapter"
"Functional and non-functional requirements prioritization: empirical evaluation of IPA, AHP-based, and HAM-based approaches","Soft Computing","","20","11","10.1007/s00500-015-1760-z","Mohammad DabbaghSai Peck LeeReza Meimandi Parizi","2016","http://link.springer.com/article/10.1007/s00500-015-1760-z","Article"
"Planning and Decision Making in Public Management","Public Management","","","","10.1007/978-3-319-20312-6_2","Konrad Raczkowski","2016","http://link.springer.com/chapter/10.1007/978-3-319-20312-6_2","Chapter"
"Establishing the importance weight of appropriability mechanism by using AHP: the case of the China’s electronic industry","Cluster Computing","","19","3","10.1007/s10586-016-0608-3","Young-Ki KimTae-Ung KimSeong-Taek ParkJae-Rim Jung","2016","http://link.springer.com/article/10.1007/s10586-016-0608-3","Article"
"Unmasking Environmental Health Zorros: The Need for Involvement of Real Risk Communication Experts for Two-Way and Problem-Solving Communication Approaches","Environmental Determinants of Human Health","","","","10.1007/978-3-319-43142-0_10","Hans KeunePeter Van Den HazelFrederic Bouder","2016","http://link.springer.com/chapter/10.1007/978-3-319-43142-0_10","Chapter"
"Cloud Resources Optimization for Air Pollution Monitoring Devices and Avoiding Post Pillar Problem","Security in Computing and Communications","","","","10.1007/978-981-10-2738-3_15","Parampreet SinghPankaj Deep Kaur","2016","http://link.springer.com/chapter/10.1007/978-981-10-2738-3_15","Chapter"
"Microgrids and Management of Power","Challenging Problems and Solutions in Intelligent Systems","","","","10.1007/978-3-319-30165-5_8","Weronika RadziszewskaZbigniew Nahorski","2016","http://link.springer.com/chapter/10.1007/978-3-319-30165-5_8","Chapter"
"Evaluation of Corporate Governance in Chinese Mainland and Taiwan: A Comparative Study of Educational Foundations","VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations","","27","5","10.1007/s11266-016-9718-z","Xi XuRongtian Liu","2016","http://link.springer.com/article/10.1007/s11266-016-9718-z","Article"
"Long Term Examination of the Profitability Estimation Focused on Benefits","Automation, Communication and Cybernetics in Science and Engineering 2015/2016","","","","10.1007/978-3-319-42620-4_58","Stephan PrintzKristina LahlRené VossenSabina Jeschke","2016","http://link.springer.com/chapter/10.1007/978-3-319-42620-4_58","Chapter"
"Model with Cause and Effect for MANET (M-CEM)","Information Systems Design and Intelligent Applications","","","","10.1007/978-81-322-2752-6_69","Sharma PankajKohli ShrutiSinha K. Ashok","2016","http://link.springer.com/chapter/10.1007/978-81-322-2752-6_69","Chapter"
"Adaptive trade-off strategy for bargaining-based multi-objective SLA establishment under varying cloud workload","The Journal of Supercomputing","","72","4","10.1007/s11227-016-1686-y","Seokho SonDong-Jae KangSeyoung Phillip HuhWon-Young KimWan Choi","2016","http://link.springer.com/article/10.1007/s11227-016-1686-y","Article"
"Methodology of Virtual Wood Piece Quality Evaluation","Computational Intelligence","","","","10.1007/978-3-319-23392-5_14","Jeremy JoverVincent BombardierAndre Thomas","2016","http://link.springer.com/chapter/10.1007/978-3-319-23392-5_14","Chapter"
"Environmental Performance or Productivity Loss?","Information, Models, and Sustainability","","","","10.1007/978-3-319-25439-5_3","Shital Sharma","2016","http://link.springer.com/chapter/10.1007/978-3-319-25439-5_3","Chapter"
"Book Recommender System using Fuzzy Linguistic Quantifier and Opinion Mining","Intelligent Systems Technologies and Applications 2016","","","","10.1007/978-3-319-47952-1_46","Shahab Saquib SohailJamshed SiddiquiRashid Ali","2016","http://link.springer.com/chapter/10.1007/978-3-319-47952-1_46","Chapter"
"Global Social Tolerance Index and multi-method country rankings sensitivity","Journal of International Business Studies","","47","4","10.1057/jibs.2016.5","Stelios H ZanakisWilliam NewburryVasyl Taras","2016","http://link.springer.com/article/10.1057/jibs.2016.5","Article"
"LCA of Forest Products—Challenges and Solutions","Life Cycle Assessment of Forest Products","","","","10.1007/978-3-319-44027-9_4","Gustav SandinGreg M. PetersMagdalena Svanström","2016","http://link.springer.com/chapter/10.1007/978-3-319-44027-9_4","Chapter"
"DEA Performance Assessment of Mutual Funds","Data Envelopment Analysis","","","","10.1007/978-1-4899-7684-0_8","Antonella BassoStefania Funari","2016","http://link.springer.com/chapter/10.1007/978-1-4899-7684-0_8","Chapter"
"Parameter design for cut surface characteristics in abrasive waterjet cutting of Al/SiC/Al2O3 composite using grey theory based RSM","Journal of Mechanical Science and Technology","","30","1","10.1007/s12206-015-1242-3","M. SanthanakumarR. AdalarasanM. Rajmohan","2016","http://link.springer.com/article/10.1007/s12206-015-1242-3","Article"
"Interval neutrosophic prioritized OWA operator and its application to multiple attribute decision making","Journal of Systems Science and Complexity","","29","3","10.1007/s11424-015-4010-7","Peide LiuYumei Wang","2016","http://link.springer.com/article/10.1007/s11424-015-4010-7","Article"
"A multi-dimensional assessment of urban vulnerability to climate change in Sub-Saharan Africa","Natural Hazards","","82","2","10.1007/s11069-015-1856-x","Lise Byskov HerslundFatemeh JalayerNathalie Jean-BaptisteGertrud JørgensenSigrun KabischWilbard KombeSarah LindleyPatrik Karlsson NyedStephan PauleitAndreas PrintzTrond Vedeld","2016","http://link.springer.com/article/10.1007/s11069-015-1856-x","Article"
