Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Decision making process: typology, intelligence, and optimization","Journal of Intelligent Manufacturing","","23","3","10.1007/s10845-010-0424-1","Behnam Malakooti","2012","http://link.springer.com/article/10.1007/s10845-010-0424-1","Article"
"Soft Computing Technique Based Call Admission Control Decision Mechanism","Advances in Computer Science and Information Technology. Networks and Communications","","","","10.1007/978-3-642-27299-8_37","H. S. Ramesh BabuGowrishankarG. MaheshP. S. Satyanarayana","2012","http://link.springer.com/chapter/10.1007/978-3-642-27299-8_37","Chapter"
"A macro-evolutionary multi-objective immune algorithm with application to optimal allocation of water resources in Dongjiang River basins, South China","Stochastic Environmental Research and Risk Assessment","","26","4","10.1007/s00477-011-0505-5","Dedi LiuShenglian GuoXiaohong ChenQuanxi ShaoQihua RanXingyuan SongZhaoli Wang","2012","http://link.springer.com/article/10.1007/s00477-011-0505-5","Article"
"Construction of Emerging Markets Exchange Traded Funds Using Multiobjective Particle Swarm Optimisation","Artificial Neural Networks and Machine Learning – ICANN 2012","","","","10.1007/978-3-642-33266-1_18","Marta Díez-FernándezSergio Alvarez TeleñaDenise Gorse","2012","http://link.springer.com/chapter/10.1007/978-3-642-33266-1_18","Chapter"
"An Overview of Design Challenges and Methods in Aerospace Engineering","Complex Systems Design & Management","","","","10.1007/978-3-642-25203-7_1","Dimitri N. MavrisOlivia J. Pinon","2012","http://link.springer.com/chapter/10.1007/978-3-642-25203-7_1","Chapter"
"Multiple factor hierarchical clustering algorithm for large scale web page and search engine clickstream data","Annals of Operations Research","","197","1","10.1007/s10479-010-0704-3","Gang KouChunwei Lou","2012","http://link.springer.com/article/10.1007/s10479-010-0704-3","Article"
"Poster Abstracts, 16th Annual Meeting of the International Association of Medical Science Educators, Portland OR, USA, June 23–26, 2012.","Medical Science Educator","","22","4","10.1007/BF03351096","","2012","http://link.springer.com/article/10.1007/BF03351096","Article"
"Towards Personalized Context-Aware Recommendation by Mining Context Logs through Topic Models","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-642-30217-6_36","Kuifei YuBaoxian ZhangHengshu ZhuHuanhuan CaoJilei Tian","2012","http://link.springer.com/chapter/10.1007/978-3-642-30217-6_36","Chapter"
"Optimization of variable blank holder force trajectory by sequential approximate optimization with RBF network","The International Journal of Advanced Manufacturing Technology","","61","9 - 12","10.1007/s00170-011-3755-y","Satoshi KitayamaKenta KitaKoetsu Yamazaki","2012","http://link.springer.com/article/10.1007/s00170-011-3755-y","Article"
"Fuzzy Development of Multiple Response Optimization","Group Decision and Negotiation","","21","3","10.1007/s10726-010-9216-4","Mahdi BashiriSeyed Javad Hosseininezhad","2012","http://link.springer.com/article/10.1007/s10726-010-9216-4","Article"
"Decision support systems in forest management: requirements from a participatory planning perspective","European Journal of Forest Research","","131","5","10.1007/s10342-012-0604-y","Susanne MenzelEva-Maria NordströmMatthias BucheckerAlexandra MarquesHeli SaarikoskiAnnika Kangas","2012","http://link.springer.com/article/10.1007/s10342-012-0604-y","Article"
"Towards effective business process availability management","Journal of Service Science Research","","4","2","10.1007/s12927-012-0013-2","Rama AkkirajuDebarun BhattacharjyaSammukh Gupta","2012","http://link.springer.com/article/10.1007/s12927-012-0013-2","Article"
"Progress in study on constructal theory and its applications","Science China Technological Sciences","","55","3","10.1007/s11431-011-4701-9","LinGen Chen","2012","http://link.springer.com/article/10.1007/s11431-011-4701-9","Article"
"Intensity of preference and related uncertainty in non-compensatory aggregation rules","Theory and Decision","","73","4","10.1007/s11238-012-9317-4","Giuseppe Munda","2012","http://link.springer.com/article/10.1007/s11238-012-9317-4","Article"
"Computer assisted radiology - 26th international congress and exhibition","International Journal of Computer Assisted Radiology and Surgery","","7","1","10.1007/s11548-012-0736-z","","2012","http://link.springer.com/article/10.1007/s11548-012-0736-z","Article"
"Combination of Supervised and Unsupervised Classification Using the Theory of Belief Functions","Belief Functions: Theory and Applications","","","","10.1007/978-3-642-29461-7_10","Fatma KaremMounir DhibiArnaud Martin","2012","http://link.springer.com/chapter/10.1007/978-3-642-29461-7_10","Chapter"
"A participative procedure to select indicators of policies for sustainable urban mobility. Outcomes of a national test","European Transport Research Review","","4","2","10.1007/s12544-012-0075-8","Gerardo MarlettoFrancesca Mameli","2012","http://link.springer.com/article/10.1007/s12544-012-0075-8","Article"
"A GIS-based integrated approach predicts accurately post-fire Aleppo pine regeneration at regional scale","Annals of Forest Science","","69","4","10.1007/s13595-012-0222-3","Kostas S. PoirazidisKonstantina ZografouPanagiotis KordopatisDionissios P. KalivasMargarita ArianoutsouDimitrios KazanisEvangelia Korakaki","2012","http://link.springer.com/article/10.1007/s13595-012-0222-3","Article"
"Examples of System Designs and Implementations","Scheduling","","","","10.1007/978-1-4614-2361-4_19","Michael L. Pinedo","2012","http://link.springer.com/chapter/10.1007/978-1-4614-2361-4_19","Chapter"
"Challenge 2: Integrating Sustainable Development and Technology Transfer Needs","Challenges and Solutions for Climate Change","","","","10.1007/978-1-84996-399-2_2","Wytze van der GaastDr. Katherine Begg","2012","http://link.springer.com/chapter/10.1007/978-1-84996-399-2_2","Chapter"
"Criteria for the Evaluation of a Cloud-Based Hospital Information System Outsourcing Provider","Journal of Medical Systems","","36","6","10.1007/s10916-012-9829-z","Chinyao LowYa Hsueh Chen","2012","http://link.springer.com/article/10.1007/s10916-012-9829-z","Article"
"Datebook","TechTrends","","56","4","10.1007/s11528-012-0587-z","Mark Lauer","2012","http://link.springer.com/article/10.1007/s11528-012-0587-z","Article"
"Automation of System Monitoring Based on Fuzzy Logic or Rules; Comparison of Two Designed Approaches with Regard to Computational Infrastructures","Building a National Distributed e-Infrastructure–PL-Grid","","","","10.1007/978-3-642-28267-6_11","Włodzimierz FunikaFilip SzuraJacek Kitowski","2012","http://link.springer.com/chapter/10.1007/978-3-642-28267-6_11","Chapter"
"Library Operational Research","Higher Education Management and Operational Research","","","","10.1007/978-94-6091-976-3_16","Professor Jon Warwick","2012","http://link.springer.com/chapter/10.1007/978-94-6091-976-3_16","Chapter"
"Model-Based Optimization of Downstream Impact during Filling of a New Reservoir: Case Study of Mandaya/Roseires Reservoirs on the Blue Nile River","Water Resources Management","","26","2","10.1007/s11269-011-9917-8","K. HassaballahA. JonoskiI. PopescuD. P. Solomatine","2012","http://link.springer.com/article/10.1007/s11269-011-9917-8","Article"
"The Improvement Algorithm of Item Difficulty Value Based on Fuzzy Minimum Confidence and Entropy Weight","Emerging Research in Artificial Intelligence and Computational Intelligence","","","","10.1007/978-3-642-34240-0_56","Shushu LiuFengying Wang","2012","http://link.springer.com/chapter/10.1007/978-3-642-34240-0_56","Chapter"
"Enterprise knowledge management model: a knowledge tower","Knowledge and Information Systems","","31","1","10.1007/s10115-011-0414-4","Ercan OztemelSeher Arslankaya","2012","http://link.springer.com/article/10.1007/s10115-011-0414-4","Article"
"The FLR–PCFI–RBF approach for accurate and precise WIP level forecasting","The International Journal of Advanced Manufacturing Technology","","63","9 - 12","10.1007/s00170-012-3957-y","Toly Chen","2012","http://link.springer.com/article/10.1007/s00170-012-3957-y","Article"
"A new approach to use AHP in landslide susceptibility mapping: a case study at Yenice (Karabuk, NW Turkey)","Natural Hazards","","63","2","10.1007/s11069-012-0218-1","Gökçe Deniz HasekioğullarıMurat Ercanoglu","2012","http://link.springer.com/article/10.1007/s11069-012-0218-1","Article"
"The use of fuzzy logic in product family development: literature review and opportunities","Journal of Intelligent Manufacturing","","23","5","10.1007/s10845-010-0465-5","Bruno AgardMarco Barajas","2012","http://link.springer.com/article/10.1007/s10845-010-0465-5","Article"
"Agent-based simulation of innovation diffusion: a review","Central European Journal of Operations Research","","20","2","10.1007/s10100-011-0210-y","Elmar KieslingMarkus GüntherChristian StummerLea M. Wakolbinger","2012","http://link.springer.com/article/10.1007/s10100-011-0210-y","Article"
"An emergency response decision support system framework for application in e-government","Information Technology and Management","","13","4","10.1007/s10799-012-0130-0","Siqing ShanLi WangLing LiYong Chen","2012","http://link.springer.com/article/10.1007/s10799-012-0130-0","Article"
"Comparison of Frameworks for Parallel Multiobjective Evolutionary Optimization in Dynamic Problems","Parallel Architectures and Bioinspired Algorithms","","","","10.1007/978-3-642-28789-3_5","Mario CámaraJulio OrtegaFrancisco de Toro","2012","http://link.springer.com/chapter/10.1007/978-3-642-28789-3_5","Chapter"
"An Evaluation Model for Synchronized Supply Chain Based on Entropy Weight and TOPSIS II","Software Engineering and Knowledge Engineering: Theory and Practice","","","","10.1007/978-3-642-25349-2_105","Li ZhiyongWang XiangZheng Nan","2012","http://link.springer.com/chapter/10.1007/978-3-642-25349-2_105","Chapter"
"Quality Function Deployment in New Product Development","Integration of Preference Analysis Methods into Quality Function Deployment","","","","10.1007/978-3-8349-7075-6_4","Samah Abu-Assab","2012","http://link.springer.com/chapter/10.1007/978-3-8349-7075-6_4","Chapter"
"Determine the Service Value Position for Package Tour Plan Based on a Novel MCDM Approach","Advanced Research in Applied Artificial Intelligence","","","","10.1007/978-3-642-31087-4_75","Chia-Li Lin","2012","http://link.springer.com/chapter/10.1007/978-3-642-31087-4_75","Chapter"
"On the Semantics of Bipolarity and Fuzziness","Eurofuse 2011","","","","10.1007/978-3-642-24001-0_19","J. Tinguaro RodríguezCamilo A. FrancoJavier Montero","2012","http://link.springer.com/chapter/10.1007/978-3-642-24001-0_19","Chapter"
"Optimal resource allocation in fetmocell networks based on Markov modeling of interferers’ activity","EURASIP Journal on Wireless Communications and Networking","","2012","1","10.1186/1687-1499-2012-371","Stefania SardellittiAlessandro CarfagnaSergio Barbarossa","2012","http://link.springer.com/article/10.1186/1687-1499-2012-371","Article"
"An approach for estimating sustainable yield of karst water in data sparse regions","Environmental Earth Sciences","","66","2","10.1007/s12665-011-1247-x","Dan YinLongcang ShuChundong XuZhenlong WangEmmanuel Kwame Appiah-Adjei","2012","http://link.springer.com/article/10.1007/s12665-011-1247-x","Article"
"Study of the digital divide evaluation model for government agencies–a Taiwanese local government’s perspective","Information Systems Frontiers","","14","3","10.1007/s10796-011-9297-x","She-I ChangDavid C. YenI-Cheng ChangJung-Chu Chou","2012","http://link.springer.com/article/10.1007/s10796-011-9297-x","Article"
"Wind Energy","Handbook of Climate Change Mitigation","","","","10.1007/978-1-4419-7991-9_34","Prof. Manfred LenzenOlivier Baboulet","2012","http://link.springer.com/referenceworkentry/10.1007/978-1-4419-7991-9_34","ReferenceWorkEntry"
"The Application of Optimization of Gradual Steps in Blended-Fuel Power Plant","Multimedia and Signal Processing","","","","10.1007/978-3-642-35286-7_62","Min ChenYan ZhangYaojin LiangDaogang Peng","2012","http://link.springer.com/chapter/10.1007/978-3-642-35286-7_62","Chapter"
"Participatory Service Design through Composed and Coordinated Service Feature Models","Service-Oriented Computing","","","","10.1007/978-3-642-34321-6_11","Erik WitternNelly SchusterJörn KuhlenkampStefan Tai","2012","http://link.springer.com/chapter/10.1007/978-3-642-34321-6_11","Chapter"
"Application of fuzzy logic and analytical hierarchy process (AHP) to landslide susceptibility mapping at Haraz watershed, Iran","Natural Hazards","","63","2","10.1007/s11069-012-0217-2","Hamid Reza PourghasemiBiswajeet PradhanCandan Gokceoglu","2012","http://link.springer.com/article/10.1007/s11069-012-0217-2","Article"
"Fuzzy ordered distance measures","Fuzzy Optimization and Decision Making","","11","1","10.1007/s10700-011-9113-6","Zeshui Xu","2012","http://link.springer.com/article/10.1007/s10700-011-9113-6","Article"
"Linguistic Aggregation Operators","Linguistic Decision Making","","","","10.1007/978-3-642-29440-2_2","Zeshui Xu","2012","http://link.springer.com/chapter/10.1007/978-3-642-29440-2_2","Chapter"
"Application of the Benefit-Risk Action Team (BRAT) Framework in Pharmaceutical R&D: Results From a Pilot Program","Drug information journal : DIJ / Drug Information Association","","46","6","10.1177/0092861512458908","Rebecca Noel MSPH, DrPHRichard Hermann MD, MPHBennett Levitan MD, PhDDouglas J. Watson MSPH, PhDKristin Van Goor PhD, RAC","2012","http://link.springer.com/article/10.1177/0092861512458908","Article"
"An integrated sustainability performance assessment and benchmarking of breweries","Clean Technologies and Environmental Policy","","14","2","10.1007/s10098-011-0390-0","Hella TokosZorka Novak PintaričDamjan Krajnc","2012","http://link.springer.com/article/10.1007/s10098-011-0390-0","Article"
"End-to-end reliability of service oriented applications","Information Systems Frontiers","","14","5","10.1007/s10796-011-9308-y","Hangjung ZoDerek L. NazarethHemant K. Jain","2012","http://link.springer.com/article/10.1007/s10796-011-9308-y","Article"
"Evaluation of interconnected production sites taking into account multidimensional uncertainties","Production Engineering","","6","6","10.1007/s11740-012-0409-3","Pascal KrebsGunther Reinhart","2012","http://link.springer.com/article/10.1007/s11740-012-0409-3","Article"
"Study Actuality of Immune Optimization Algoriithm and It’s Future Development","Recent Advances in Computer Science and Information Engineering","","","","10.1007/978-3-642-25789-6_17","Shi WeiliZhang WenboBai BaoxingXu HonghuaMiao Yu","2012","http://link.springer.com/chapter/10.1007/978-3-642-25789-6_17","Chapter"
"Optimization Approaches in the Strategic and Tactical Planning of Networks for Letter, Parcel and Freight Mail","Modeling for Decision Support in Network-Based Services","","","","10.1007/978-3-642-27612-5_3","Hans-Jürgen Sebastian","2012","http://link.springer.com/chapter/10.1007/978-3-642-27612-5_3","Chapter"
"A Forecasting Framework for Evaluating Alternative Vehicle Fuels, Using the Analytic Hierarchy Process Model and Scenarios","The Greening of the Automotive Industry","","","","10.1057/9781137018908_16","Tugrul Unsal DaimJubin Dilip Upadhyay","2012","http://link.springer.com/chapter/10.1057/9781137018908_16","Chapter"
"An Evaluation Model for Synchronized Supply Chain Based on Entropy Weight and TOPSIS I","Software Engineering and Knowledge Engineering: Theory and Practice","","","","10.1007/978-3-642-25349-2_104","Li ZhiyongWang XiangZheng Nan","2012","http://link.springer.com/chapter/10.1007/978-3-642-25349-2_104","Chapter"
"A production optimization model of supply-driven chain with quality uncertainty","Journal of Systems Science and Systems Engineering","","21","2","10.1007/s11518-011-5184-8","Renbin XiaoZhengying CaiXinhui Zhang","2012","http://link.springer.com/article/10.1007/s11518-011-5184-8","Article"
"Translating Comparative Effectiveness Research into Clinical Practice","Drugs","","72","2","10.2165/11630860-000000000-00000","Professor Tom Walley","2012","http://link.springer.com/article/10.2165/11630860-000000000-00000","Article"
"Ubiquitous Geographic Information","Springer Handbook of Geographic Information","","","","10.1007/978-3-540-72680-7_18","Tschangho J. KimSung-Gheel Jang","2012","http://link.springer.com/chapter/10.1007/978-3-540-72680-7_18","Chapter"
