Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Reflections on DS/AHP: Lessons to Be Learnt","Belief Functions: Theory and Applications","","","","10.1007/978-3-319-11191-9_11","Malcolm J. Beynon","2014","http://link.springer.com/chapter/10.1007/978-3-319-11191-9_11","Chapter"
"Design Optimization of Turbine Components with the Use of Temperature and Thermal Stresses Objectives","Encyclopedia of Thermal Stresses","","","","10.1007/978-94-007-2739-7_378","Andrzej RusinGrzegorz NowakMarian Lipka","2014","http://link.springer.com/referenceworkentry/10.1007/978-94-007-2739-7_378","ReferenceWorkEntry"
"Comparing Methods of Assessing R&D Efficiency in Latin-American Countries","Soft Computing for Business Intelligence","","","","10.1007/978-3-642-53737-0_24","Catalina AlbertoLucía I. PassoniClaudia E. CarignanoMercedes Delgado","2014","http://link.springer.com/chapter/10.1007/978-3-642-53737-0_24","Chapter"
"Optimization of modern machining processes using advanced optimization techniques: a review","The International Journal of Advanced Manufacturing Technology","","73","5 - 8","10.1007/s00170-014-5894-4","R. Venkata RaoV. D. Kalyankar","2014","http://link.springer.com/article/10.1007/s00170-014-5894-4","Article"
"Taking the Big Picture: representative skylines based on significance and diversity","The VLDB Journal","","23","5","10.1007/s00778-014-0352-3","Matteo MagnaniIra AssentMichael L. Mortensen","2014","http://link.springer.com/article/10.1007/s00778-014-0352-3","Article"
"Efficient and Scalable Nonlinear Multiple Kernel Aggregation Using the Choquet Integral","Information Processing and Management of Uncertainty in Knowledge-Based Systems","","","","10.1007/978-3-319-08795-5_22","Lequn HuDerek T. AndersonTimothy C. HavensJames M. Keller","2014","http://link.springer.com/chapter/10.1007/978-3-319-08795-5_22","Chapter"
"Quality Evaluation of E-commerce Sites Based on Adaptive Neural Fuzzy Inference System","Neural Networks and Artificial Intelligence","","","","10.1007/978-3-319-08201-1_9","Huan LiuViktor V. Krasnoproshin","2014","http://link.springer.com/chapter/10.1007/978-3-319-08201-1_9","Chapter"
"A rule-based method for scalable and traceable evaluation of system architectures","Research in Engineering Design","","25","4","10.1007/s00163-014-0180-x","Daniel SelvaBruce CameronEdward F. Crawley","2014","http://link.springer.com/article/10.1007/s00163-014-0180-x","Article"
"A hybrid architecture of cognitive decision engine based on particle swarm optimization algorithms and case database","annals of telecommunications - annales des télécommunications","","69","11 - 12","10.1007/s12243-013-0417-0","Xiaobo TanHang ZhangJian Hu","2014","http://link.springer.com/article/10.1007/s12243-013-0417-0","Article"
"Tools for developing adaptation policy to protect human health","Mitigation and Adaptation Strategies for Global Change","","19","3","10.1007/s11027-014-9544-9","Zaid ChalabiSari Kovats","2014","http://link.springer.com/article/10.1007/s11027-014-9544-9","Article"
"Approximate Reasoning for an Efficient, Scalable and Simple Thermal Control Enhancement","Information Processing and Management of Uncertainty in Knowledge-Based Systems","","","","10.1007/978-3-319-08795-5_43","Afef DenguirFrançois TroussetJacky Montmain","2014","http://link.springer.com/chapter/10.1007/978-3-319-08795-5_43","Chapter"
"A Three-Stage Decision Model Integrating FAHP, MDS and Association Rules for Targeting Smartphone Customers","Modern Advances in Applied Intelligence","","","","10.1007/978-3-319-07467-2_2","Shiang-Lin LinHeng-Li Yang","2014","http://link.springer.com/chapter/10.1007/978-3-319-07467-2_2","Chapter"
"Collaborative Serious Games for Awareness on Shared Resources in Supply Chain Management","Advances in Production Management Systems. Innovative and Knowledge-Based Production Management in a Global-Local World","","","","10.1007/978-3-662-44736-9_60","Jannicke Baalsrud HaugeMatthias KalverkampMargherita ForcolinHans WesterheimMarco FrankeKlaus-Dieter Thoben","2014","http://link.springer.com/chapter/10.1007/978-3-662-44736-9_60","Chapter"
"Constraints Preserving Genetic Algorithm for Learning Fuzzy Measures with an Application to Ontology Matching","Advance Trends in Soft Computing","","","","10.1007/978-3-319-03674-8_9","Mohammad Al BoniDerek T. AndersonRoger L. King","2014","http://link.springer.com/chapter/10.1007/978-3-319-03674-8_9","Chapter"
"Support vector machines maximizing geometric margins for multi-class classification","TOP","","22","3","10.1007/s11750-014-0338-8","Keiji TatsumiTetsuzo Tanino","2014","http://link.springer.com/article/10.1007/s11750-014-0338-8","Article"
"Introduction","Planning and Decision Making for Aerial Robots","","","","10.1007/978-3-319-03707-3_1","Yasmina Bestaoui Sebbane","2014","http://link.springer.com/chapter/10.1007/978-3-319-03707-3_1","Chapter"
"Hierarchical Hydrographic Data Fusion for Precise Port Electronic Navigational Chart Production","Telematics - Support for Transport","","","","10.1007/978-3-662-45317-9_38","Andrzej StatecznyIzabela Bodus-Olkowska","2014","http://link.springer.com/chapter/10.1007/978-3-662-45317-9_38","Chapter"
"ACO Using a MCDM Strategy for Route Finding in the City of Guadalajara, México","International Joint Conference SOCO’13-CISIS’13-ICEUTE’13","","","","10.1007/978-3-319-01854-6_7","Leopoldo Gómez-BarbaBenjamín Ojeda-MagañaRubén RuelasDiego Andina","2014","http://link.springer.com/chapter/10.1007/978-3-319-01854-6_7","Chapter"
"On product classification with various membership functions and binary behaviour","Journal of the Operational Research Society","","65","1","10.1057/jors.2013.28","C-T Chang","2014","http://link.springer.com/article/10.1057/jors.2013.28","Article"
"A Design Science Approach to Youth Care through Online Simulation Gaming","Frontiers in Gaming Simulation","","","","10.1007/978-3-319-04954-0_20","Kees J. M. van Haaster","2014","http://link.springer.com/chapter/10.1007/978-3-319-04954-0_20","Chapter"
"Translational Bioinformatics and Clinical Research Informatics","Medical Informatics, e-Health","","","","10.1007/978-2-8178-0478-1_17","C. DanielE. AlbuissonT. DartP. AvillachM. CuggiaY. Guo","2014","http://link.springer.com/chapter/10.1007/978-2-8178-0478-1_17","Chapter"
"A DSS to Assess and Manage the Urban Performances in the Regeneration Plan: The Case Study of Pachino","Computational Science and Its Applications – ICCSA 2014","","","","10.1007/978-3-319-09150-1_17","Maria Rosa TrovatoSalvatore Giuffrida","2014","http://link.springer.com/chapter/10.1007/978-3-319-09150-1_17","Chapter"
"A fuzzy hybrid group decision support system approach for the supplier evaluation process","The International Journal of Advanced Manufacturing Technology","","73","5 - 8","10.1007/s00170-014-5843-2","Seyed Mohammad HashemianMajid BehzadianReza SamizadehJoshua Ignatius","2014","http://link.springer.com/article/10.1007/s00170-014-5843-2","Article"
"Building an Mlearning Research Framework through Design Science Research","Mobile as a Mainstream – Towards Future Challenges in Mobile Learning","","","","10.1007/978-3-319-13416-1_11","Merryl FordMarlien HerselmanAdele Botha","2014","http://link.springer.com/chapter/10.1007/978-3-319-13416-1_11","Chapter"
"Results and Discussion","Systems Engineering, Systems Thinking, and Learning","","","","10.1007/978-3-319-03895-7_7","Hubert Anton Moser","2014","http://link.springer.com/chapter/10.1007/978-3-319-03895-7_7","Chapter"
"Relevance feedback based on n-tuplewise comparison and the ELECTRE methodology and an application in content-based image retrieval","Multimedia Tools and Applications","","72","1","10.1007/s11042-013-1384-1","Pawel Rotter","2014","http://link.springer.com/article/10.1007/s11042-013-1384-1","Article"
"Hybrid Fractal-Wavelet Method for Multi-Channel EEG Signal Compression","Circuits, Systems, and Signal Processing","","33","8","10.1007/s00034-014-9764-y","Jamal SaeediKarim FaezMohammad Hassan Moradi","2014","http://link.springer.com/article/10.1007/s00034-014-9764-y","Article"
"Usability Assessment of a Context-Aware and Personality-Based Mobile Recommender System","E-Commerce and Web Technologies","","","","10.1007/978-3-319-10491-1_9","Matthias BraunhoferMehdi ElahiFrancesco Ricci","2014","http://link.springer.com/chapter/10.1007/978-3-319-10491-1_9","Chapter"
"Complete disassembly planning","Advanced Disassembly Planning","","","","10.1007/978-3-658-03118-3_3","Christian Ullerich","2014","http://link.springer.com/chapter/10.1007/978-3-658-03118-3_3","Chapter"
"Risk Assessment and Analysis","Risk Management for Engineering Projects","","","","10.1007/978-3-319-05251-9_5","Nolberto Munier","2014","http://link.springer.com/chapter/10.1007/978-3-319-05251-9_5","Chapter"
"A survey on addressing privacy together with quality of context for context management in the Internet of Things","annals of telecommunications - annales des télécommunications","","69","1 - 2","10.1007/s12243-013-0387-2","Sophie ChabridonRomain LabordeThierry DespratsArnaud OglazaPierrick MarieSamer Machara Marquez","2014","http://link.springer.com/article/10.1007/s12243-013-0387-2","Article"
"Assessment of railway frequency converter performance and data quality using the IEEE 762 Standard","International Journal of System Assurance Engineering and Management","","5","1","10.1007/s13198-013-0216-z","Mustafa AljumailiYasser A. MahmoodRamin Karim","2014","http://link.springer.com/article/10.1007/s13198-013-0216-z","Article"
"Evaluation of Real-Time Operation Rules in Reservoir Systems Operation","Water Resources Management","","28","3","10.1007/s11269-013-0510-1","Y. Bolouri-YazdeliO. Bozorg HaddadE. Fallah-MehdipourM. A. Mariño","2014","http://link.springer.com/article/10.1007/s11269-013-0510-1","Article"
"The Ring. Observation and Design","The Magic Ring","","","","10.1007/978-3-319-05386-8_5","Piero Mella","2014","http://link.springer.com/chapter/10.1007/978-3-319-05386-8_5","Chapter"
"Variable linkage for multimedia metadata schema matching","Multimedia Tools and Applications","","68","3","10.1007/s11042-012-1094-0","Jordi NinRuben TousJaime Delgado","2014","http://link.springer.com/article/10.1007/s11042-012-1094-0","Article"
"Software Project Management: Setting the Context","Software Project Management in a Changing World","","","","10.1007/978-3-642-55035-5_1","Günther RuheClaes Wohlin","2014","http://link.springer.com/chapter/10.1007/978-3-642-55035-5_1","Chapter"
"Reverse Logistics Operations in Automobile Industry: A Case Study Using SAP-LAP Approach","Global Journal of Flexible Systems Management","","15","4","10.1007/s40171-014-0073-x","V. Ravi","2014","http://link.springer.com/article/10.1007/s40171-014-0073-x","Article"
"Risk Identification","Risk Management for Engineering Projects","","","","10.1007/978-3-319-05251-9_4","Nolberto Munier","2014","http://link.springer.com/chapter/10.1007/978-3-319-05251-9_4","Chapter"
"OR competences: the demands of problem structuring methods","EURO Journal on Decision Processes","","2","3 - 4","10.1007/s40070-013-0021-6","Richard John Ormerod","2014","http://link.springer.com/article/10.1007/s40070-013-0021-6","Article"
"Research on Partner Selection for Technology Innovation Alliance in Knowledge Perspective","Proceedings of the Seventh International Conference on Management Science and Engineering Management","","","","10.1007/978-3-642-40081-0_105","Qifeng WeiXin Gu","2014","http://link.springer.com/chapter/10.1007/978-3-642-40081-0_105","Chapter"
"Assessing Policy Making for ICT Innovation: A Decision Support Research Agenda","Electronic Government","","","","10.1007/978-3-662-44426-9_14","Ciara FitzgeraldFrédéric Adam","2014","http://link.springer.com/chapter/10.1007/978-3-662-44426-9_14","Chapter"
"A perspective on operational research prospects for agriculture","Journal of the Operational Research Society","","65","7","10.1057/jors.2013.45","Lluís M PlàDaniel L SandarsAndrew J Higgins","2014","http://link.springer.com/article/10.1057/jors.2013.45","Article"
"Predicting Urban Land Use Changes Using a CA–Markov Model","Arabian Journal for Science and Engineering","","39","7","10.1007/s13369-014-1119-2","Jafar NouriAlireza GharagozlouReza ArjmandiShahrzad FaryadiMahsa Adl","2014","http://link.springer.com/article/10.1007/s13369-014-1119-2","Article"
"Evaluation Tools to Support Decision-Making Process Related to European Corridors","Analytical Decision-Making Methods for Evaluating Sustainable Transport in European Corridors","","","","10.1007/978-3-319-04786-7_6","Isabella M. Lami","2014","http://link.springer.com/chapter/10.1007/978-3-319-04786-7_6","Chapter"
"Tactical and Operational Harvest Planning","The Management of Industrial Forest Plantations","","","","10.1007/978-94-017-8899-1_7","Alexandra S. MarquesJean François AudySophie D’AmoursMikael Rönnqvist","2014","http://link.springer.com/chapter/10.1007/978-94-017-8899-1_7","Chapter"
"Mathematics and Manufacturing: The Symbolic Approach","A Mathematical Approach to Research Problems of Science and Technology","","","","10.1007/978-4-431-55060-0_35","Ryusuke MasuokaHirokazu Anai","2014","http://link.springer.com/chapter/10.1007/978-4-431-55060-0_35","Chapter"
"Introduction to Integrated Systems Approach to Materials Management","Materials Management","","","","10.1007/978-81-322-1970-5_1","Prem Vrat","2014","http://link.springer.com/chapter/10.1007/978-81-322-1970-5_1","Chapter"
"Future Shape Modelling Scenarios","Future Vision and Trends on Shapes, Geometry and Algebra","","","","10.1007/978-1-4471-6461-6_1","Raffaele De AmicisGiuseppe ContiAndré Stork","2014","http://link.springer.com/chapter/10.1007/978-1-4471-6461-6_1","Chapter"
"CloudDSF – The Cloud Decision Support Framework for Application Migration","Service-Oriented and Cloud Computing","","","","10.1007/978-3-662-44879-3_1","Vasilios AndrikopoulosAlexander DarsowDimka KarastoyanovaFrank Leymann","2014","http://link.springer.com/chapter/10.1007/978-3-662-44879-3_1","Chapter"
"Engaging Youth in Physical Activity: Indicators of a Physically Active Friendly Community","Child Indicators Research","","7","1","10.1007/s12187-013-9199-1","Sarah J. YoungCraig M. RossKiboum KimJill R. Sturts","2014","http://link.springer.com/article/10.1007/s12187-013-9199-1","Article"
"Effectiveness of ECE R66 and FMVSS 220 standards in rollover crashworthiness assessment of paratransit buses","International Journal of Automotive Technology","","15","4","10.1007/s12239-014-0061-3","B. GepnerC. BojanowskiL. KwasniewskiJ. Wekezer","2014","http://link.springer.com/article/10.1007/s12239-014-0061-3","Article"
"Evaluating E-Commerce Portals from the Perspective of the End User – A Group Decision Support Approach","Advances in Signal Processing and Intelligent Recognition Systems","","","","10.1007/978-3-319-04960-1_10","Gaurav R. KalelkarGaurav KumbhareVarun MehtaArpan Kumar Kar","2014","http://link.springer.com/chapter/10.1007/978-3-319-04960-1_10","Chapter"
"Opening Up Ethical Dialogue","Ethics and Technology Assessment: A Participatory Approach","","","","10.1007/978-3-642-45088-4_6","Matthew Cotton","2014","http://link.springer.com/chapter/10.1007/978-3-642-45088-4_6","Chapter"
"When decision-making processes fail: an argument for robust climate adaptation planning in the face of uncertainty","Environment Systems and Decisions","","34","4","10.1007/s10669-014-9528-z","Annika StyczynskiJedamiah WolfSomdatta TahArnab Bose","2014","http://link.springer.com/article/10.1007/s10669-014-9528-z","Article"
"Risk-Oriented Assessment Model for Project Bidding Selection in Construction Industry of Pakistan Based on Fuzzy AHP and TOPSIS Methods","Proceedings of the Eighth International Conference on Management Science and Engineering Management","","","","10.1007/978-3-642-55122-2_101","Muhammad NazamJamil AhmadMuhammad Kashif JavedMuhammad HashimLiming Yao","2014","http://link.springer.com/chapter/10.1007/978-3-642-55122-2_101","Chapter"
"Applying Fuzzy AHP to Understand the Factors of Cloud Storage Adoption","Intelligent Information and Database Systems","","","","10.1007/978-3-319-05458-2_30","Shiang-Lin LinChen-Shu WangHeng-Li Yang","2014","http://link.springer.com/chapter/10.1007/978-3-319-05458-2_30","Chapter"
"A method for predicting the probability of business network profitability","Information Systems and e-Business Management","","12","4","10.1007/s10257-014-0237-4","Pontus JohnsonMaria Eugenia IacobMargus VäljaMarten van SinderenChrister MagnussonTobias Ladhe","2014","http://link.springer.com/article/10.1007/s10257-014-0237-4","Article"
"Supplier Evaluation Using Fuzzy Clustering","Supply Chain Management Under Fuzziness","","","","10.1007/978-3-642-53939-8_4","Başar ÖztayşiMine Işık","2014","http://link.springer.com/chapter/10.1007/978-3-642-53939-8_4","Chapter"
"The use of life cycle tools to support decision making for sustainable nanotechnologies","Clean Technologies and Environmental Policy","","16","4","10.1007/s10098-013-0686-3","David E. MeyerVenkata K. K. Upadhyayula","2014","http://link.springer.com/article/10.1007/s10098-013-0686-3","Article"
"High-Level Commands in Human-Robot Interaction for Search and Rescue","RoboCup 2013: Robot World Cup XVII","","","","10.1007/978-3-662-44468-9_42","Alain CaltieriFrancesco Amigoni","2014","http://link.springer.com/chapter/10.1007/978-3-662-44468-9_42","Chapter"
"The mangle of OR practice: towards more informative case studies of ‘technical’ projects","Journal of the Operational Research Society","","65","8","10.1057/jors.2013.78","Richard J Ormerod","2014","http://link.springer.com/article/10.1057/jors.2013.78","Article"
"Multi Aerial Robot Planning","Planning and Decision Making for Aerial Robots","","","","10.1007/978-3-319-03707-3_5","Yasmina Bestaoui Sebbane","2014","http://link.springer.com/chapter/10.1007/978-3-319-03707-3_5","Chapter"
"An Overview of Forest Management Planning and Information Management","The Management of Industrial Forest Plantations","","","","10.1007/978-94-017-8899-1_2","Marc E. McDill","2014","http://link.springer.com/chapter/10.1007/978-94-017-8899-1_2","Chapter"
"The Features of the Smart MicroGrid as the Object of Information Modeling","Information and Software Technologies","","","","10.1007/978-3-319-11958-8_2","Olha ShulymaVira ShendrykIryna BaranovaAnna Marchenko","2014","http://link.springer.com/chapter/10.1007/978-3-319-11958-8_2","Chapter"
"Government Green Procurement: A Fuzzy-DEMATEL Analysis of Barriers","Supply Chain Management Under Fuzziness","","","","10.1007/978-3-642-53939-8_24","Yijie DouJoseph SarkisChunguang Bai","2014","http://link.springer.com/chapter/10.1007/978-3-642-53939-8_24","Chapter"
"Fuzzy TOPSIS method to primary crusher selection for Golegohar Iron Mine (Iran)","Journal of Central South University","","21","11","10.1007/s11771-014-2435-0","Mohammad Javad RahimdelMohammad Karamoozian","2014","http://link.springer.com/article/10.1007/s11771-014-2435-0","Article"
"Vehicles Congestion Control in Transport Networks Using an Adaptive Weight Model","Internet of Vehicles – Technologies and Services","","","","10.1007/978-3-319-11167-4_10","Bin JiangXiao XuChao YangRenfa LiTakao Terano","2014","http://link.springer.com/chapter/10.1007/978-3-319-11167-4_10","Chapter"
"Soil Quality and Plant Nutrition","Sustainable Agriculture Reviews 14","","","","10.1007/978-3-319-06016-3_11","Hassan R. El-RamadyT. A. AlshaalM. AmerÉ. Domokos-SzabolcsyN. ElhawatJ. ProkischM. Fári","2014","http://link.springer.com/chapter/10.1007/978-3-319-06016-3_11","Chapter"
"Systems Approach and Supply Chain Management","Materials Management","","","","10.1007/978-81-322-1970-5_20","Prem Vrat","2014","http://link.springer.com/chapter/10.1007/978-81-322-1970-5_20","Chapter"
"Evaluation of Materials Management Effectiveness","Materials Management","","","","10.1007/978-81-322-1970-5_21","Prem Vrat","2014","http://link.springer.com/chapter/10.1007/978-81-322-1970-5_21","Chapter"
"The Benefits of Human Space Flight; the Discourse at a Time of Financial Crisis","Yearbook on Space Policy 2011/2012","","","","10.1007/978-3-7091-1649-4_8","Cenan Al-Ekabi","2014","http://link.springer.com/chapter/10.1007/978-3-7091-1649-4_8","Chapter"
"Benefit distribution mechanism in the team members’ scientific research collaboration network","Scientometrics","","100","2","10.1007/s11192-014-1322-7","Limei ZhaoQingpu ZhangLiang Wang","2014","http://link.springer.com/article/10.1007/s11192-014-1322-7","Article"
"The Emergence of Wellbeing in Community Participation","Philosophy of Management","","13","2","10.5840/pom20141328","Karen George MSc BISM Cert Education PG Dip TQMPetia Sice BSc MSc PG Cert PhD","2014","http://link.springer.com/article/10.5840/pom20141328","Article"
"Influence of temporal aggregation on strategic forest management under risk of wind damage","Annals of Operations Research","","219","1","10.1007/s10479-011-0966-4","Nicklas ForsellLjusk Ola Eriksson","2014","http://link.springer.com/article/10.1007/s10479-011-0966-4","Article"
"Spatial Street Network and Urban Routes Around the Modernist Boulevard in Bucharest","Planning and Designing Sustainable and Resilient Landscapes","","","","10.1007/978-94-017-8536-5_12","Maria Bostenaru DanAlex Dill","2014","http://link.springer.com/chapter/10.1007/978-94-017-8536-5_12","Chapter"
"The Research on Agent-Based Simulation Oriented to Emergency Management","Life System Modeling and Simulation","","","","10.1007/978-3-662-45283-7_27","Zhichao SongYuanzheng GeHong DuanXiaogang Qiu","2014","http://link.springer.com/chapter/10.1007/978-3-662-45283-7_27","Chapter"
"Review of research on closed loop supply chain management in the process industry","Flexible Services and Manufacturing Journal","","26","1 - 2","10.1007/s10696-012-9137-4","Dennis StindtRamin Sahamie","2014","http://link.springer.com/article/10.1007/s10696-012-9137-4","Article"
"Optimum design of pultrusion process via evolutionary multi-objective optimization","The International Journal of Advanced Manufacturing Technology","","72","9 - 12","10.1007/s00170-014-5726-6","Cem C. TutumIsmet BaranKalyanmoy Deb","2014","http://link.springer.com/article/10.1007/s00170-014-5726-6","Article"
"Dynamic distributed lanes: motion planning for multiple autonomous vehicles","Applied Intelligence","","41","1","10.1007/s10489-014-0517-1","Rahul KalaKevin Warwick","2014","http://link.springer.com/article/10.1007/s10489-014-0517-1","Article"
