Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Land subsidence susceptibility mapping at Kinta Valley (Malaysia) using the evidential belief function model in GIS","Natural Hazards","","73","2","10.1007/s11069-014-1128-1","Biswajeet PradhanMohammed Hasan AbokharimaMustafa Neamah JeburMahyat Shafapour Tehrany","2014","http://link.springer.com/article/10.1007/s11069-014-1128-1","Article"
"Risk Assessment and Analysis","Risk Management for Engineering Projects","","","","10.1007/978-3-319-05251-9_5","Nolberto Munier","2014","http://link.springer.com/chapter/10.1007/978-3-319-05251-9_5","Chapter"
"Statistical Evaluation of Drug Safety Data","Therapeutic Innovation & Regulatory Science","","48","1","10.1177/2168479013510917","H. Amy Xia PhDQi Jiang PhD","2014","http://link.springer.com/article/10.1177/2168479013510917","Article"
"An integrated fuzzy MCDM approach and analysis to evaluate the financial performance of Iranian cement companies","The International Journal of Advanced Manufacturing Technology","","71","1 - 4","10.1007/s00170-013-5370-6","Rohollah MoghimiAlireza Anvari","2014","http://link.springer.com/article/10.1007/s00170-013-5370-6","Article"
"Indices for Introspection on the Choquet Integral","Advance Trends in Soft Computing","","","","10.1007/978-3-319-03674-8_25","Stanton R. PriceDerek T. AndersonChristian WagnerTimothy C. HavensJames M. Keller","2014","http://link.springer.com/chapter/10.1007/978-3-319-03674-8_25","Chapter"
"Reflections on DS/AHP: Lessons to Be Learnt","Belief Functions: Theory and Applications","","","","10.1007/978-3-319-11191-9_11","Malcolm J. Beynon","2014","http://link.springer.com/chapter/10.1007/978-3-319-11191-9_11","Chapter"
"Study on spatial prediction and time forecast of landslide","Natural Hazards","","70","3","10.1007/s11069-011-9756-1","Gao Hua-xiYin Kun-long","2014","http://link.springer.com/article/10.1007/s11069-011-9756-1","Article"
"Reducing Energy Consumption in Pharmaceutical Production Processes: Framework and Case Study","Journal of Pharmaceutical Innovation","","9","3","10.1007/s12247-014-9188-z","Georg MüllerHirokazu SugiyamaSimon StockerRainer Schmidt","2014","http://link.springer.com/article/10.1007/s12247-014-9188-z","Article"
"Application to Stock Exchange Predictions","Mathematical Theory of Democracy","","","","10.1007/978-3-642-38724-1_13","Andranik Tangian","2014","http://link.springer.com/chapter/10.1007/978-3-642-38724-1_13","Chapter"
"A proposed integrated model of lean assessment and analytical hierarchy process for a dynamic road map of lean implementation","The International Journal of Advanced Manufacturing Technology","","72","1 - 4","10.1007/s00170-014-5648-3","Mohamed Ali AlmomaniAbdelhakim AbdelhadiAhmad MumaniAmer MomaniMohammed Aladeemy","2014","http://link.springer.com/article/10.1007/s00170-014-5648-3","Article"
"A fuzzy hybrid group decision support system approach for the supplier evaluation process","The International Journal of Advanced Manufacturing Technology","","73","5 - 8","10.1007/s00170-014-5843-2","Seyed Mohammad HashemianMajid BehzadianReza SamizadehJoshua Ignatius","2014","http://link.springer.com/article/10.1007/s00170-014-5843-2","Article"
"Automatic Evaluation of Task-Focused Parallel Jaw Gripper Design","Simulation, Modeling, and Programming for Autonomous Robots","","","","10.1007/978-3-319-11900-7_38","Adam WolniakowskiKonstantsin MiatliukNorbert KrügerJimmy Alison Rytz","2014","http://link.springer.com/chapter/10.1007/978-3-319-11900-7_38","Chapter"
"Complexity and intransitivity in technological development","Journal of Systems Science and Systems Engineering","","23","2","10.1007/s11518-014-5245-x","Alexander Y. Klimenko","2014","http://link.springer.com/article/10.1007/s11518-014-5245-x","Article"
"A DSS to Assess and Manage the Urban Performances in the Regeneration Plan: The Case Study of Pachino","Computational Science and Its Applications – ICCSA 2014","","","","10.1007/978-3-319-09150-1_17","Maria Rosa TrovatoSalvatore Giuffrida","2014","http://link.springer.com/chapter/10.1007/978-3-319-09150-1_17","Chapter"
"Sustainable Energy Pathways for Smart Urbanization and Off Grid Access: Options and Policies for Military Installations and Remote Communities","Sustainable Cities and Military Installations","","","","10.1007/978-94-007-7161-1_12","J. NathwaniZ. ChenM. P. CaseZ. A. CollierCol. P. E. RoegeS. ThorneW. GoldsmithK. V. RagnarsdóttirP. M. MarksM. Ogrodowski","2014","http://link.springer.com/chapter/10.1007/978-94-007-7161-1_12","Chapter"
"Human Resource Allocation and Scheduling for Software Project Management","Software Project Management in a Changing World","","","","10.1007/978-3-642-55035-5_4","Constantinos StylianouAndreas S. Andreou","2014","http://link.springer.com/chapter/10.1007/978-3-642-55035-5_4","Chapter"
"Optimum design of pultrusion process via evolutionary multi-objective optimization","The International Journal of Advanced Manufacturing Technology","","72","9 - 12","10.1007/s00170-014-5726-6","Cem C. TutumIsmet BaranKalyanmoy Deb","2014","http://link.springer.com/article/10.1007/s00170-014-5726-6","Article"
"Reference direction based immune clone algorithm for many-objective optimization","Frontiers of Computer Science","","8","4","10.1007/s11704-014-3093-y","Ruochen LiuChenlin MaFei HeWenping MaLicheng Jiao","2014","http://link.springer.com/article/10.1007/s11704-014-3093-y","Article"
"Benchmarking in Healthcare: An Approach Based on Closest Targets","Managing Service Productivity","","","","10.1007/978-3-662-43437-6_5","Juan AparicioFernando BorrasLidia OrtizJesus T. Pastor","2014","http://link.springer.com/chapter/10.1007/978-3-662-43437-6_5","Chapter"
"Introduction","Drugs in Africa","","","","10.1057/9781137321916_1","Charles AmblerNeil CarrierGernot Klantschnig","2014","http://link.springer.com/chapter/10.1057/9781137321916_1","Chapter"
"Fuzzy multi-objective optimization for closed loop logistics network design in bread-producing industries","The International Journal of Advanced Manufacturing Technology","","70","1 - 4","10.1007/s00170-013-5264-7","Abbas Mirakhorli","2014","http://link.springer.com/article/10.1007/s00170-013-5264-7","Article"
"Development of Assessment Model for Research Efficiency of Universities","Managing Service Productivity","","","","10.1007/978-3-662-43437-6_2","Jong-Woun YounKwangtae Park","2014","http://link.springer.com/chapter/10.1007/978-3-662-43437-6_2","Chapter"
"Ranking Countries by Medal Priorities Won in the 2014 Sochi Winter Olympics","Annals of Data Science","","1","2","10.1007/s40745-014-0012-x","Thomas L. SaatyXiaoyue LiuMichael Sanserino","2014","http://link.springer.com/article/10.1007/s40745-014-0012-x","Article"
