Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Analysis and evaluation of landslide susceptibility: a review on articles published during 2005–2016 (periods of 2005–2012 and 2013–2016)","Arabian Journal of Geosciences","","11","9","10.1007/s12517-018-3531-5","Hamid Reza PourghasemiZeinab Teimoori YansariPanos PanagosBiswajeet Pradhan","2018","http://link.springer.com/article/10.1007/s12517-018-3531-5","Article"
"Identifying Criteria Most Influencing Strategy Performance: Application to Humanitarian Logistical Strategy Planning","Information Processing and Management of Uncertainty in Knowledge-Based Systems. Applications","","","","10.1007/978-3-319-91479-4_10","Cécile L’HéritierAbdelhak ImoussatenSébastien HarispeGilles DusserreBenoît Roig","2018","http://link.springer.com/chapter/10.1007/978-3-319-91479-4_10","Chapter"
"An approach for requirements prioritization based on tensor decomposition","Requirements Engineering","","23","2","10.1007/s00766-016-0262-6","Negin MisaghianHomayun Motameni","2018","http://link.springer.com/article/10.1007/s00766-016-0262-6","Article"
"Digital Technologies for Forest Supply Chain Optimization: Existing Solutions and Future Trends","Environmental Management","","62","6","10.1007/s00267-018-1095-5","Johannes ScholzAnnelies De MeyerAlexandra S. MarquesTatiana M. PinhoJosé Boaventura-CunhaJos Van OrshovenChristian RossetJulien KünziJaakola KaarleKaj Nummila","2018","http://link.springer.com/article/10.1007/s00267-018-1095-5","Article"
"A New Spatial Algorithm Based on Adaptive Fuzzy Neural Network for Prediction of Crustal Motion Velocities in Earthquake Research","International Journal of Fuzzy Systems","","20","5","10.1007/s40815-018-0483-6","Nuray Güneri TosunoğluAyşen Apaydın","2018","http://link.springer.com/article/10.1007/s40815-018-0483-6","Article"
"MCDA Approaches for Efficient Strategic Decision Making","Preference Disaggregation in Multiple Criteria Decision Analysis","","","","10.1007/978-3-319-90599-0_2","Nikos TsotsolasSpiros Alexopoulos","2018","http://link.springer.com/chapter/10.1007/978-3-319-90599-0_2","Chapter"
"A Framework for Domain-Specific Natural Language Information Brokerage","Journal of Systems Science and Systems Engineering","","27","5","10.1007/s11518-018-5389-1","Lin NiJiamou Liu","2018","http://link.springer.com/article/10.1007/s11518-018-5389-1","Article"
"Fuzzy MCDM Methods in Sustainable and Renewable Energy Alternative Selection: Fuzzy VIKOR and Fuzzy TODIM","Energy Management—Collective and Computational Intelligence with Theory and Applications","","","","10.1007/978-3-319-75690-5_13","Zeynep Kezban TurgutAbdullah Çağrı Tolga","2018","http://link.springer.com/chapter/10.1007/978-3-319-75690-5_13","Chapter"
"Spatiotemporal modelling for integrated spatial and energy planning","Energy, Sustainability and Society","","8","1","10.1186/s13705-018-0174-z","Luis Ramirez CamargoGernot Stoeglehner","2018","http://link.springer.com/article/10.1186/s13705-018-0174-z","Article"
"Sustainable supplier evaluation and selection with a novel two-stage DEA model in the presence of uncontrollable inputs and undesirable outputs: a plastic case study","The International Journal of Advanced Manufacturing Technology","","97","5 - 8","10.1007/s00170-018-2138-z","Navid ZarbakhshniaTina Jamali Jaghdani","2018","http://link.springer.com/article/10.1007/s00170-018-2138-z","Article"
"Why one big picture is worth a thousand numbers: measuring intangible benefits of investments in augmented reality based assistive technology using utility effect chains and system dynamics","Information Systems and e-Business Management","","16","2","10.1007/s10257-017-0367-6","Thuy Duong OesterreichFrank Teuteberg","2018","http://link.springer.com/article/10.1007/s10257-017-0367-6","Article"
"Entrepreneurial Learning for Sustainable Futures","Entrepreneurial Learning City Regions","","","","10.1007/978-3-319-61130-3_4","Alyson Jenkins","2018","http://link.springer.com/chapter/10.1007/978-3-319-61130-3_4","Chapter"
"Embedded Vision System for Automated Drone Landing Site Detection","Computer Vision and Graphics","","","","10.1007/978-3-030-00692-1_35","Patryk FraczekAndre MoraTomasz Kryjak","2018","http://link.springer.com/chapter/10.1007/978-3-030-00692-1_35","Chapter"
"Fuzzy Logic-Based Operational Research Techniques in Educational Administration: A Content Analysis","Chaos, Complexity and Leadership 2016","","","","10.1007/978-3-319-64554-4_54","Zeliha Yaykıran","2018","http://link.springer.com/chapter/10.1007/978-3-319-64554-4_54","Chapter"
"Multiple Classifier Fusion Based on Testing Sample Pairs","Multisensor Fusion and Integration in the Wake of Big Data, Deep Learning and Cyber Physical System","","","","10.1007/978-3-319-90509-9_8","Gaochao FengDeqiang HanYi YangJiankun Ding","2018","http://link.springer.com/chapter/10.1007/978-3-319-90509-9_8","Chapter"
"Use of Arabic Sentiment Analysis for Mobile Applications’ Requirements Evolution: Trends and Challenges","Proceedings of the International Conference on Advanced Intelligent Systems and Informatics 2017","","","","10.1007/978-3-319-64861-3_45","Rabab E. SaudyEman S. NasrAlaa El Din M. El-GhazalyMervat H. Gheith","2018","http://link.springer.com/chapter/10.1007/978-3-319-64861-3_45","Chapter"
"Prioritization of project proposals in portfolio management using fuzzy AHP","OPSEARCH","","55","2","10.1007/s12597-018-0331-3","Kajal ChatterjeeSheikh Ahmed HossainSamarjit Kar","2018","http://link.springer.com/article/10.1007/s12597-018-0331-3","Article"
"An Exposition of the Role of Consideration Sets in a DS/AHP Analysis of Consumer Choice","Innovative Research Methodologies in Management","","","","10.1007/978-3-319-64394-6_10","Malcolm J. BeynonLuiz MoutinhoCleopatra Veloutsou","2018","http://link.springer.com/chapter/10.1007/978-3-319-64394-6_10","Chapter"
"Fusion algorithms and high-performance applications for vehicular cloud computing","The Journal of Supercomputing","","74","3","10.1007/s11227-018-2270-4","James J. Park","2018","http://link.springer.com/article/10.1007/s11227-018-2270-4","Article"
"Linguistic Descriptors in Face Recognition","International Journal of Fuzzy Systems","","20","8","10.1007/s40815-018-0517-0","Paweł KarczmarekAdam KiersztynWitold PedryczMichał Dolecki","2018","http://link.springer.com/article/10.1007/s40815-018-0517-0","Article"
"GIS-based gully erosion susceptibility mapping: a comparison among three data-driven models and AHP knowledge-based technique","Environmental Earth Sciences","","77","17","10.1007/s12665-018-7808-5","Alireza ArabameriKhalil RezaeiHamid Reza PourghasemiSaro LeeMojtaba Yamani","2018","http://link.springer.com/article/10.1007/s12665-018-7808-5","Article"
"High precision image segmentation algorithm using SLIC and neighborhood rough set","Multimedia Tools and Applications","","77","24","10.1007/s11042-018-6150-y","Xinlin XieGang XieXinying Xu","2018","http://link.springer.com/article/10.1007/s11042-018-6150-y","Article"
"Optimum Selection of Energy-Efficient Material: A MCDM-Based Distance Approach","Soft Computing Applications","","","","10.1007/978-981-10-8049-4_3","Chiranjib BhowmikSachin GangwarSumit BhowmikAmitava Ray","2018","http://link.springer.com/chapter/10.1007/978-981-10-8049-4_3","Chapter"
"Enhanced degree of injury classification model: determination critical indicator and criteria degree of injury from Visum et Repertum (Ver) in Pekanbaru, Indonesia","Egyptian Journal of Forensic Sciences","","8","1","10.1186/s41935-018-0066-6","Mohd Hadyan WardhanaBurairah HussinAbd Samad Bin Hasan BasariDedi Afandi","2018","http://link.springer.com/article/10.1186/s41935-018-0066-6","Article"
"A study of the CSFs of an e-cluster platform adoption for microenterprises","Information Technology and Management","","19","4","10.1007/s10799-017-0284-x","Hsin-Pin FuHsiaoping YehRong-Ling Ma","2018","http://link.springer.com/article/10.1007/s10799-017-0284-x","Article"
"Project Portfolio Selection for the Digital Transformation Era","Industry 4.0: Managing The Digital Transformation","","","","10.1007/978-3-319-57870-5_6","Erkan IsikliSeda YanikEmre CevikcanAlp Ustundag","2018","http://link.springer.com/chapter/10.1007/978-3-319-57870-5_6","Chapter"
"Modeling of inland flood vulnerability zones through remote sensing and GIS techniques in the highland region of Papua New Guinea","Applied Geomatics","","10","2","10.1007/s12518-018-0220-8","Porejane HarleySailesh Samanta","2018","http://link.springer.com/article/10.1007/s12518-018-0220-8","Article"
"Theoretical Aspects of Consumer Metrics for Safety & Privacy","Systems, Software and Services Process Improvement","","","","10.1007/978-3-319-97925-0_54","Thomas FehlmannEberhard Kranich","2018","http://link.springer.com/chapter/10.1007/978-3-319-97925-0_54","Chapter"
"P.A.E.S. Project and Housing Policies for Sustainable Buildings","Nearly Zero Energy Communities","","","","10.1007/978-3-319-63215-5_46","Renato OlivitoMircea NeagoePetru MihaiNikolaos KaranasiosEva Krìdlova BurdovàMarco Della Puppa","2018","http://link.springer.com/chapter/10.1007/978-3-319-63215-5_46","Chapter"
"Towards an enhanced user’s preferences integration into ranking process using dominance approach","Vietnam Journal of Computer Science","","5","1","10.1007/s40595-017-0098-0","Mohammed MouhirYoussef BaloukiTaoufiq Gadi","2018","http://link.springer.com/article/10.1007/s40595-017-0098-0","Article"
"Concept lattice visualization of data with m-polar fuzzy attribute","Granular Computing","","3","2","10.1007/s41066-017-0060-7","Prem Kumar Singh","2018","http://link.springer.com/article/10.1007/s41066-017-0060-7","Article"
"On the hierarchical model PCbHA: a more general case","Soft Computing","","22","11","10.1007/s00500-017-2594-7","Fujun Hou","2018","http://link.springer.com/article/10.1007/s00500-017-2594-7","Article"
"Critical analysis of Thailand’s past energy policies towards the development of a new energy policy","Energy Efficiency","","11","3","10.1007/s12053-017-9573-9","Boonyarat ShoramJongjit HirunlabhNat KasayapanandMana AmornkitbamrungSombat TeekasapJoseph Khedari","2018","http://link.springer.com/article/10.1007/s12053-017-9573-9","Article"
"Supplier Selection Evaluation of Shipbuilding Enterprises Based on Entropy Weight and Multi-attribute Decision Making","Proceedings of the Fifth International Forum on Decision Sciences","","","","10.1007/978-981-10-7817-0_23","Chang Liu","2018","http://link.springer.com/chapter/10.1007/978-981-10-7817-0_23","Chapter"
"Selection of Energy-Efficient Material: An Entropy–TOPSIS Approach","Soft Computing: Theories and Applications","","","","10.1007/978-981-10-5699-4_4","Chiranjib BhowmikSachin GangwarSumit BhowmikAmitava Ray","2018","http://link.springer.com/chapter/10.1007/978-981-10-5699-4_4","Chapter"
"Spectrum Utilization Assessment of Wi-Fi Network Using Qualcomm/Atheros 802.11 Wireless Chipset","e-Infrastructure and e-Services for Developing Countries","","","","10.1007/978-3-319-98827-6_16","Muyiwa Joshua AdelekeAndreas GrebeMathias KretschmerJens Moedeker","2018","http://link.springer.com/chapter/10.1007/978-3-319-98827-6_16","Chapter"
"Anticipated Test Design and Its Application to Evaluate and Select Embedded Libraries","Software Engineering Research, Management and Applications","","","","10.1007/978-3-319-61388-8_4","Clauirton SiebraCarla NascimentoLeonardo SodreAntônio CavalcantiDaniel BarrosFernando LimaFernando CruzFábio Q. B. da SilvaAndre L. M. Santos","2018","http://link.springer.com/chapter/10.1007/978-3-319-61388-8_4","Chapter"
"A new type of fuzzy systems using pyramid membership functions (PMFs) and approximation properties","Soft Computing","","22","21","10.1007/s00500-017-2984-x","Mingzuo JiangXuehai Yuan","2018","http://link.springer.com/article/10.1007/s00500-017-2984-x","Article"
"Life Cycle Management","Life Cycle Assessment","","","","10.1007/978-3-319-56475-3_22","Niki Bey","2018","http://link.springer.com/chapter/10.1007/978-3-319-56475-3_22","Chapter"
"Knowledge-based, smart and sustainable cities: a provocation for a conceptual framework","Journal of Open Innovation: Technology, Market, and Complexity","","4","1","10.1186/s40852-018-0087-2","Daniel Lage ChangJamile Sabatini-MarquesEduardo Moreira da CostaPaulo Mauricio SeligTan Yigitcanlar","2018","http://link.springer.com/article/10.1186/s40852-018-0087-2","Article"
"Methodological Proposal to Evaluate Touristic Activity with Local Sustainability Criteria in the Hydrographic Sub-Basins of the Huasteca Potosina, Mexico","Sustainable Development Research and Practice  in Mexico and Selected Latin American Countries","","","","10.1007/978-3-319-70560-6_14","Salvador Luna VargasMaría de la Luz Valderrábano AlmeguaIrma Suárez RodríguezLarisa Alcérreca Molina","2018","http://link.springer.com/chapter/10.1007/978-3-319-70560-6_14","Chapter"
"Efficient QoS aware two-layer service allocation in hybrid mobile cloud","Automated Software Engineering","","25","3","10.1007/s10515-018-0233-x","Chunlin LiJing ZhangYi ChenLayuan Li","2018","http://link.springer.com/article/10.1007/s10515-018-0233-x","Article"
"Proposing a practical training assessment technique to adopt simulators into marine engineering education","WMU Journal of Maritime Affairs","","17","1","10.1007/s13437-018-0137-4","Cagatay KandemirOmer SonerMetin Celik","2018","http://link.springer.com/article/10.1007/s13437-018-0137-4","Article"
"A tutorial on multiobjective optimization: fundamentals and evolutionary methods","Natural Computing","","17","3","10.1007/s11047-018-9685-y","Michael T. M. EmmerichAndré H. Deutz","2018","http://link.springer.com/article/10.1007/s11047-018-9685-y","Article"
"An ICME Framework for Design of Stainless Steel for Sintering","Integrating Materials and Manufacturing Innovation","","7","3","10.1007/s40192-018-0115-x","Tesfaye T. MollaJ. Z. LiuG. B. Schaffer","2018","http://link.springer.com/article/10.1007/s40192-018-0115-x","Article"
"Study design and the estimation of the size of key populations at risk of HIV: lessons from Viet Nam","BMC International Health and Human Rights","","18","1","10.1186/s12914-018-0141-y","Ali SafarnejadWim GrootMilena Pavlova","2018","http://link.springer.com/article/10.1186/s12914-018-0141-y","Article"
"Sustainability assessment of a micro hydropower plant in Nepal","Energy, Sustainability and Society","","8","1","10.1186/s13705-018-0147-2","Ramchandra BhandariLena Ganda SaptalenaWolfgang Kusch","2018","http://link.springer.com/article/10.1186/s13705-018-0147-2","Article"
"A multi-granularity collective behavior analysis approach for online social networks","Granular Computing","","3","4","10.1007/s41066-017-0070-5","Qun LiuQiuxia LiuLili YangGuoyin Wang","2018","http://link.springer.com/article/10.1007/s41066-017-0070-5","Article"
"The Design, Evolution, and Use of KernelF","Theory and Practice of Model Transformation","","","","10.1007/978-3-319-93317-7_1","Markus Voelter","2018","http://link.springer.com/chapter/10.1007/978-3-319-93317-7_1","Chapter"
"Regulation of Social System","Introduction to Social Systems Engineering","","","","10.1007/978-981-10-7040-2_9","Huijiong WangShantong Li","2018","http://link.springer.com/chapter/10.1007/978-981-10-7040-2_9","Chapter"
"Middleware for internet of things: an evaluation in a small-scale IoT environment","Journal of Reliable Intelligent Environments","","4","1","10.1007/s40860-018-0055-4","Andrei PaladeChristian CabreraFan LiGary WhiteM. A. RazzaqueSiobhán Clarke","2018","http://link.springer.com/article/10.1007/s40860-018-0055-4","Article"
"Assessing LNRF, FR, and AHP models in landslide susceptibility mapping index: a comparative study of Nojian watershed in Lorestan province, Iran","Environmental Earth Sciences","","77","11","10.1007/s12665-018-7524-1","M. AbediniS. Tulabi","2018","http://link.springer.com/article/10.1007/s12665-018-7524-1","Article"
"Research on Country Fragility Assessment of Climate Change","Data Science","","","","10.1007/978-981-13-2206-8_41","Yanwei QiFang ZhangZhizhong Wang","2018","http://link.springer.com/chapter/10.1007/978-981-13-2206-8_41","Chapter"
"Combining TOPSIS and GRA for supplier selection problem with interval numbers","Journal of Central South University","","25","5","10.1007/s11771-018-3811-y","Meng Zhang 张萌Guo-xi Li 李国喜","2018","http://link.springer.com/article/10.1007/s11771-018-3811-y","Article"
"Sustainable Eco-Management: Participatory Mechanisms and Institutions","Economics, Management and Sustainability","","","","10.1007/978-981-13-1894-8_9","Sarmila Banerjee","2018","http://link.springer.com/chapter/10.1007/978-981-13-1894-8_9","Chapter"
"Optimization of abrasive waterjet machining using multi-objective cuckoo search algorithm","The International Journal of Advanced Manufacturing Technology","","99","5 - 8","10.1007/s00170-018-2549-x","Zhengrong QiangXiaojin MiaoMeiping WuRapinder Sawhney","2018","http://link.springer.com/article/10.1007/s00170-018-2549-x","Article"
"“Setting the Scene”","The Role of Credit Rating Agencies in Responsible Finance","","","","10.1007/978-3-030-03709-3_2","Daniel Cash","2018","http://link.springer.com/chapter/10.1007/978-3-030-03709-3_2","Chapter"
"Uncertainty propagation of material properties in energy simulation of existing residential buildings: The role of buildings features","Building Simulation","","11","3","10.1007/s12273-017-0418-4","Alessandro PradaGiovanni PernigottoPaolo BaggioAndrea Gasparella","2018","http://link.springer.com/article/10.1007/s12273-017-0418-4","Article"
"Driving forces for agroforestry uptake in Mediterranean Europe: application of the analytic network process","Agroforestry Systems","","92","4","10.1007/s10457-018-0202-1","Marko LovrićMercedes Rois-DíazMichael den HerderAndrea PisanelliNataša LovrićPaul J. Burgess","2018","http://link.springer.com/article/10.1007/s10457-018-0202-1","Article"
"A supplier offer modification approach based on fuzzy systems for automated negotiation in e-commerce","Information Systems Frontiers","","20","1","10.1007/s10796-016-9688-0","Bahador ShojaiemehrMarjan Kuchaki Rafsanjani","2018","http://link.springer.com/article/10.1007/s10796-016-9688-0","Article"
"Similarity Measure of Complex Vague Soft Sets and Its Application to Pattern Recognition","International Journal of Fuzzy Systems","","20","6","10.1007/s40815-018-0492-5","Ganeshsree SelvachandranHarish GargMohammad H. S. AlaroudAbdul Razak Salleh","2018","http://link.springer.com/article/10.1007/s40815-018-0492-5","Article"
"Research on Risk Allocation Model in PPP Projects: Perspectives from the SOEs","Proceedings of the Eleventh International Conference on Management Science and Engineering Management","","","","10.1007/978-3-319-59280-0_131","Chuan ChenTengteng YanPing Chen","2018","http://link.springer.com/chapter/10.1007/978-3-319-59280-0_131","Chapter"
"A study on development strategy of Korean hidden champion firm: Focus on SWOT/AHP technique utilizing the competitiveness index","Journal of International Entrepreneurship","","16","4","10.1007/s10843-018-0234-7","Sang Suk LeeYoun Kyaei Chung","2018","http://link.springer.com/article/10.1007/s10843-018-0234-7","Article"
"Influence of Working Vehicles on Traffic Operation in Regional Road Networks Based on Microscopic Traffic Simulation","Green Intelligent Transportation Systems","","","","10.1007/978-981-10-3551-7_11","Jiaqi ShangXuedong YanJinxian Weng","2018","http://link.springer.com/chapter/10.1007/978-981-10-3551-7_11","Chapter"
"Product Grouping for RMS Tactical Design","Integrated Reconfigurable Manufacturing Systems and Smart Value Chain","","","","10.1007/978-3-319-76846-5_5","M. Reza AbdiAshraf W. LabibFarideh Delavari EdalatAlireza Abdi","2018","http://link.springer.com/chapter/10.1007/978-3-319-76846-5_5","Chapter"
"Technology Assessment: Patient-Centric Solutions for Transfer of Health Information","Infrastructure and Technology Management","","","","10.1007/978-3-319-68987-6_7","Paul AtkinsonShabnam JahromiPaweena KongsansateanLeong Chan","2018","http://link.springer.com/chapter/10.1007/978-3-319-68987-6_7","Chapter"
"Multiattribute Value Elicitation","Elicitation","","","","10.1007/978-3-319-65052-4_12","Alec Morton","2018","http://link.springer.com/chapter/10.1007/978-3-319-65052-4_12","Chapter"
"Some Aggregation Operators for Linguistic Intuitionistic Fuzzy Set and its Application to Group Decision-Making Process Using the Set Pair Analysis","Arabian Journal for Science and Engineering","","43","6","10.1007/s13369-017-2986-0","Harish GargKamal Kumar","2018","http://link.springer.com/article/10.1007/s13369-017-2986-0","Article"
"Analyzing the Determinants Affecting the Industrial Competitiveness of Electronics Manufacturing in India by Using TISM and AHP","Global Journal of Flexible Systems Management","","19","3","10.1007/s40171-018-0182-z","Manoj Kumar SinghHarish KumarM. P. GuptaJitendra Madaan","2018","http://link.springer.com/article/10.1007/s40171-018-0182-z","Article"
"Defuzzification and application of trapezoidal type-2 fuzzy variables to green solid transportation problem","Soft Computing","","22","7","10.1007/s00500-017-2491-0","Amrit DasUttam Kumar BeraManoranjan Maiti","2018","http://link.springer.com/article/10.1007/s00500-017-2491-0","Article"
"Multi-objective lightweight and crashworthiness optimization for the side structure of an automobile body","Structural and Multidisciplinary Optimization","","58","4","10.1007/s00158-018-1986-3","Feng XiongDengfeng WangShuming ChenQiang GaoShudong Tian","2018","http://link.springer.com/article/10.1007/s00158-018-1986-3","Article"
"Dealing with the Complexity of Stakeholder Interaction in Participatory Transport Planning","Advanced Concepts, Methodologies and Technologies for Transportation and Logistics","","","","10.1007/978-3-319-57105-8_3","Michela Le PiraGiuseppe InturriMatteo IgnaccoloAlessandro Pluchino","2018","http://link.springer.com/chapter/10.1007/978-3-319-57105-8_3","Chapter"
"Trade-offs, fairness, and funding for cancer drugs: key findings from a deliberative public engagement event in British Columbia, Canada","BMC Health Services Research","","18","1","10.1186/s12913-018-3117-7","Colene BentleySarah CostaMichael M. BurgessDean RegierHelen McTaggart-CowanStuart J. Peacock","2018","http://link.springer.com/article/10.1186/s12913-018-3117-7","Article"
"EVOKE: A Value-Driven Concept Selection Method for Early System Design","Journal of Systems Science and Systems Engineering","","27","1","10.1007/s11518-016-5324-2","Marco BertoniAlessandro BertoniOla Isaksson","2018","http://link.springer.com/article/10.1007/s11518-016-5324-2","Article"
"Towards systemic and contextual priority setting for implementing the 2030 Agenda","Sustainability Science","","13","2","10.1007/s11625-017-0470-0","Nina WeitzHenrik CarlsenMåns NilssonKristian Skånberg","2018","http://link.springer.com/article/10.1007/s11625-017-0470-0","Article"
"Hesitant Fuzzy Linguistic Term Set and Its Application in Decision Making: A State-of-the-Art Survey","International Journal of Fuzzy Systems","","20","7","10.1007/s40815-017-0432-9","Huchang LiaoZeshui XuEnrique Herrera-ViedmaFrancisco Herrera","2018","http://link.springer.com/article/10.1007/s40815-017-0432-9","Article"
"Analysing the Influence of Improved Situation, Capability Level of Actors and Flexible Process Workflow on Public Value of E-Governance Projects in India","Global Journal of Flexible Systems Management","","19","4","10.1007/s40171-018-0198-4","Parul Jain GuptaPradeep Kumar Suri","2018","http://link.springer.com/article/10.1007/s40171-018-0198-4","Article"
"A new algorithm for communities detection in social networks with node attributes","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-018-1108-5","Haifa GmatiAmira MouakherAntonio Gonzalez-PardoDavid Camacho","2018","http://link.springer.com/article/10.1007/s12652-018-1108-5","Article"
"A novel bat flower pollination algorithm for synthesis of linear antenna arrays","Neural Computing and Applications","","30","7","10.1007/s00521-016-2833-3","Rohit SalgotraUrvinder Singh","2018","http://link.springer.com/article/10.1007/s00521-016-2833-3","Article"
"Some hybrid weighted aggregation operators under neutrosophic set environment and their applications to multicriteria decision-making","Applied Intelligence","","48","12","10.1007/s10489-018-1244-9","Harish GargNancy","2018","http://link.springer.com/article/10.1007/s10489-018-1244-9","Article"
"Uncertainty Handling in the Safety Risk Analysis: An Integrated Approach Based on Fuzzy Fault Tree Analysis","Journal of Failure Analysis and Prevention","","18","2","10.1007/s11668-018-0421-9","Mohammad YazdiEsmaeil Zarei","2018","http://link.springer.com/article/10.1007/s11668-018-0421-9","Article"
"A Joint Evaluation of Energy-Efficient Downlink Scheduling and Partial CQI Feedback for LTE Video Transmission","Wireless Personal Communications","","98","1","10.1007/s11277-017-4863-2","Mustafa Ismael SalmanAli Mohammed MansoorHamid Abdulla JalabAznul Qalid Md. SabriRodina Ahmed","2018","http://link.springer.com/article/10.1007/s11277-017-4863-2","Article"
"A grey DEMATEL-based approach for modeling enablers of green innovation in manufacturing organizations","Environmental Science and Pollution Research","","25","10","10.1007/s11356-018-1261-6","Himanshu GuptaMukesh Kumar Barua","2018","http://link.springer.com/article/10.1007/s11356-018-1261-6","Article"
"Locational Modeling in Spatial Analysis: Development and Maturity of Concepts","Spatial Analysis and Location Modeling in Urban and Regional Systems","","","","10.1007/978-3-642-37896-6_11","M. E. O’Kelly","2018","http://link.springer.com/chapter/10.1007/978-3-642-37896-6_11","Chapter"
"Comparative Evaluation of BSC-Based New Service Development Competencies in Turkish Banking Sector with the Integrated Fuzzy Hybrid MCDM Using Content Analysis","International Journal of Fuzzy Systems","","20","8","10.1007/s40815-018-0519-y","Hasan DinçerSerhat Yüksel","2018","http://link.springer.com/article/10.1007/s40815-018-0519-y","Article"
"Optimal allocation and sizing of renewable distributed generation using ant lion optimization algorithm","Electrical Engineering","","100","1","10.1007/s00202-016-0477-z","E. S. AliS. M. Abd ElazimA. Y. Abdelaziz","2018","http://link.springer.com/article/10.1007/s00202-016-0477-z","Article"
"A Method to Support the Selection of Technologies for the Virtualization of Consulting Services","Digital Transformation of the Consulting Industry","","","","10.1007/978-3-319-70491-3_10","Volker NissenHenry SeifertMarco Blumenstein","2018","http://link.springer.com/chapter/10.1007/978-3-319-70491-3_10","Chapter"
"Green Innovation Design Model of Kansei Engineering","Proceedings of the 7th International Conference on Kansei Engineering and Emotion Research 2018","","","","10.1007/978-981-10-8612-0_29","Hsuan-Chu Chen","2018","http://link.springer.com/chapter/10.1007/978-981-10-8612-0_29","Chapter"
"Benchmarking Service Quality in Retail Store Using DEA","Regional Conference on Science, Technology and Social Sciences (RCSTSS 2016)","","","","10.1007/978-981-13-0074-5_84","Ummi Humaira Akmal AliasSiti Rosiah MohamedNor Habibah Tarmuji","2018","http://link.springer.com/chapter/10.1007/978-981-13-0074-5_84","Chapter"
"Fuzzy logic-based analogue forecasting and hybrid modelling of horizontal visibility","Meteorology and Atmospheric Physics","","130","2","10.1007/s00703-017-0513-1","Zoltán TubaZsolt Bottyán","2018","http://link.springer.com/article/10.1007/s00703-017-0513-1","Article"
"A Quantitative Approach to Proportionality","Handbook of Legal Reasoning and Argumentation","","","","10.1007/978-90-481-9452-0_21","Giovanni Sartor","2018","http://link.springer.com/chapter/10.1007/978-90-481-9452-0_21","Chapter"
"A new method for strategic decision-making in higher education","Central European Journal of Operations Research","","26","3","10.1007/s10100-017-0497-4","Nikola KadoićNina Begičević ReđepBlaženka Divjak","2018","http://link.springer.com/article/10.1007/s10100-017-0497-4","Article"
"Internet of Things (IoT) in Agriculture Supply Chain Management: A Developing Country Perspective","Emerging Markets from a Multidisciplinary Perspective","","","","10.1007/978-3-319-75013-2_16","Sunil LuthraSachin K. ManglaDixit GargAnil Kumar","2018","http://link.springer.com/chapter/10.1007/978-3-319-75013-2_16","Chapter"
"Changes in profile of patients seeking alcohol treatment and treatment outcomes following policy changes","Journal of Public Health","","26","1","10.1007/s10389-017-0841-0","Anne-Sophie SchwarzBent NielsenAnette Søgaard Nielsen","2018","http://link.springer.com/article/10.1007/s10389-017-0841-0","Article"
"Powerful Owls: Possum Assassins Move into Town","Urban Raptors","","","","10.5822/978-1-61091-841-1_11","Raylene CookeFiona HoganBronwyn IsaacMarian WeavingJohn G. White","2018","http://link.springer.com/chapter/10.5822/978-1-61091-841-1_11","Chapter"
"A scientific decision-making framework for supplier outsourcing using hesitant fuzzy information","Soft Computing","","22","22","10.1007/s00500-018-3346-z","R. KrishankumarK. S. RavichandranK. K. MurthyA. B. Saeid","2018","http://link.springer.com/article/10.1007/s00500-018-3346-z","Article"
"Public Participation in Water Management of Krivaja River, Serbia: Understanding the Problem through Grounded Theory Methodology","Water Resources Management","","32","15","10.1007/s11269-018-2132-0","Zorica SrdjevicNaoyuki FunamizuBojan SrdjevicRatko Bajčetić","2018","http://link.springer.com/article/10.1007/s11269-018-2132-0","Article"
"Research on Evolutionary Model for Trust of Nodes Based on the Fuzzy Correlation Measures","Wireless Personal Communications","","102","4","10.1007/s11277-018-5398-x","Lei ZhuLei WangYuqi YangChanghua Yao","2018","http://link.springer.com/article/10.1007/s11277-018-5398-x","Article"
