Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Multimodal Transport Network Problem: Classical and Innovative Approaches","Soft Computing for Sustainability Science","","","","10.1007/978-3-319-62359-7_14","Juliana VergaRicardo C. SilvaAkebo Yamakami","2018","http://link.springer.com/chapter/10.1007/978-3-319-62359-7_14","Chapter"
"Energy efficiency drivers in South Africa: 1965–2014","Energy Efficiency","","11","6","10.1007/s12053-018-9644-6","Goodness C. AyeRangan GuptaPeter Wanke","2018","http://link.springer.com/article/10.1007/s12053-018-9644-6","Article"
"Some Foundational Aspects of Rough Sets Rendering Its Wide Applicability","Rough Sets","","","","10.1007/978-3-319-99368-3_3","Andrzej SkowronSoma Dutta","2018","http://link.springer.com/chapter/10.1007/978-3-319-99368-3_3","Chapter"
"Sources of Safety Data and Statistical Strategies for Design and Analysis: Transforming Data Into Evidence","Therapeutic Innovation & Regulatory Science","","52","2","10.1177/2168479018755085","Haijun Ma PhDEstelle Russek-Cohen PhDRima Izem PhDOlga V. Marchenko PhDQi Jiang PhD","2018","http://link.springer.com/article/10.1177/2168479018755085","Article"
"Risk analysis of flood disaster based on similarity measures in picture fuzzy environment","Afrika Matematika","","29","7 - 8","10.1007/s13370-018-0597-x","Pushpinder SinghNitin Kumar MishraManoj KumarSeema SaxenaVikramjeet Singh","2018","http://link.springer.com/article/10.1007/s13370-018-0597-x","Article"
"OR/MS Education: Good Practices and International Cooperation","Advances in Operations Research Education","","","","10.1007/978-3-319-74104-8_6","João Luís de MirandaAna Paula Teixeira","2018","http://link.springer.com/chapter/10.1007/978-3-319-74104-8_6","Chapter"
"Comparative Evaluation of BSC-Based New Service Development Competencies in Turkish Banking Sector with the Integrated Fuzzy Hybrid MCDM Using Content Analysis","International Journal of Fuzzy Systems","","20","8","10.1007/s40815-018-0519-y","Hasan DinçerSerhat Yüksel","2018","http://link.springer.com/article/10.1007/s40815-018-0519-y","Article"
"Cyber-Physical Logistics System for Physical Internet","Service Orientation in Holonic and Multi-Agent Manufacturing","","","","10.1007/978-3-319-73751-5_23","Patrick PujoFouzia Ounnar","2018","http://link.springer.com/chapter/10.1007/978-3-319-73751-5_23","Chapter"
"Disaggregation Approaches for Multicriteria Classification: An Overview","Preference Disaggregation in Multiple Criteria Decision Analysis","","","","10.1007/978-3-319-90599-0_4","Michalis DoumposConstantin Zopounidis","2018","http://link.springer.com/chapter/10.1007/978-3-319-90599-0_4","Chapter"
"A study on fuzzy logic based cloud computing","Cluster Computing","","21","1","10.1007/s10586-017-0953-x","Bashir HayatKyong Hoon KimKi-Il Kim","2018","http://link.springer.com/article/10.1007/s10586-017-0953-x","Article"
"Adaptive Rough Sets and Vague Concepts","Ewa Orłowska on Relational Methods in Logic and Computer Science","","","","10.1007/978-3-319-97879-6_13","Andrzej SkowronSoma Dutta","2018","http://link.springer.com/chapter/10.1007/978-3-319-97879-6_13","Chapter"
"Ethics in artificial intelligence: introduction to the special issue","Ethics and Information Technology","","20","1","10.1007/s10676-018-9450-z","Virginia Dignum","2018","http://link.springer.com/article/10.1007/s10676-018-9450-z","Article"
"Design of agile supply chains including the trade-off between number of partners and reliability","The International Journal of Advanced Manufacturing Technology","","97","9 - 12","10.1007/s00170-018-2205-5","Chong WuDavid Barnes","2018","http://link.springer.com/article/10.1007/s00170-018-2205-5","Article"
"P.A.E.S. Project and Housing Policies for Sustainable Buildings","Nearly Zero Energy Communities","","","","10.1007/978-3-319-63215-5_46","Renato OlivitoMircea NeagoePetru MihaiNikolaos KaranasiosEva Krìdlova BurdovàMarco Della Puppa","2018","http://link.springer.com/chapter/10.1007/978-3-319-63215-5_46","Chapter"
"Local Government Benchmarking","Global Encyclopedia of Public Administration, Public Policy, and Governance","","","","10.1007/978-3-319-20928-9_2329","Nuno F. da Cruz","2018","http://link.springer.com/referenceworkentry/10.1007/978-3-319-20928-9_2329","ReferenceWorkEntry"
"Life beyond the Tanimoto coefficient: similarity measures for interaction fingerprints","Journal of Cheminformatics","","10","1","10.1186/s13321-018-0302-y","Anita RáczDávid BajuszKároly Héberger","2018","http://link.springer.com/article/10.1186/s13321-018-0302-y","Article"
"Conclusions and Future Research","Geoinformation from the Past","","","","10.1007/978-3-658-20570-6_7","Hendrik Herold","2018","http://link.springer.com/chapter/10.1007/978-3-658-20570-6_7","Chapter"
"Discrete Sugeno Integrals and Their Applications","Scalable Uncertainty Management","","","","10.1007/978-3-030-00461-3_2","Agnès Rico","2018","http://link.springer.com/chapter/10.1007/978-3-030-00461-3_2","Chapter"
"Interval-Valued Neutrosophic Graph Representation of Concept Lattice and Its (
                
                  
                
                $$\alpha ,\beta ,\gamma $$
                
                  
                    
                      α
                      ,
                      β
                      ,
                      γ
                    
                  
                
              )-Decomposition","Arabian Journal for Science and Engineering","","43","2","10.1007/s13369-017-2718-5","Prem Kumar Singh","2018","http://link.springer.com/article/10.1007/s13369-017-2718-5","Article"
"Sustainable supplier evaluation and selection with a novel two-stage DEA model in the presence of uncontrollable inputs and undesirable outputs: a plastic case study","The International Journal of Advanced Manufacturing Technology","","97","5 - 8","10.1007/s00170-018-2138-z","Navid ZarbakhshniaTina Jamali Jaghdani","2018","http://link.springer.com/article/10.1007/s00170-018-2138-z","Article"
"Proactive Use of Artificial Intelligence for the Development: Space Satellites as a Key Infrastructure","Post 2030-Agenda and the Role of Space","","","","10.1007/978-3-319-78954-5_1","Takuya Wakimoto","2018","http://link.springer.com/chapter/10.1007/978-3-319-78954-5_1","Chapter"
"Synthesis","Urban Disaster Resilience and Security","","","","10.1007/978-3-319-68606-6_29","Alexander FeketeFrank Fiedrich","2018","http://link.springer.com/chapter/10.1007/978-3-319-68606-6_29","Chapter"
"Fuzzy MCDM Methods in Sustainable and Renewable Energy Alternative Selection: Fuzzy VIKOR and Fuzzy TODIM","Energy Management—Collective and Computational Intelligence with Theory and Applications","","","","10.1007/978-3-319-75690-5_13","Zeynep Kezban TurgutAbdullah Çağrı Tolga","2018","http://link.springer.com/chapter/10.1007/978-3-319-75690-5_13","Chapter"
"A study of the CSFs of an e-cluster platform adoption for microenterprises","Information Technology and Management","","19","4","10.1007/s10799-017-0284-x","Hsin-Pin FuHsiaoping YehRong-Ling Ma","2018","http://link.springer.com/article/10.1007/s10799-017-0284-x","Article"
"An Integrated Assessment Framework for the Requalification of Districts Facing Urban and Social Decline","Integrated Evaluation for the Management of Contemporary Cities","","","","10.1007/978-3-319-78271-3_42","Francesca AbastanteIsabella M. Lami","2018","http://link.springer.com/chapter/10.1007/978-3-319-78271-3_42","Chapter"
"Elicitation: State of the Art and Science","Elicitation","","","","10.1007/978-3-319-65052-4_1","Luis C. DiasAlec MortonJohn Quigley","2018","http://link.springer.com/chapter/10.1007/978-3-319-65052-4_1","Chapter"
"EVOKE: A Value-Driven Concept Selection Method for Early System Design","Journal of Systems Science and Systems Engineering","","27","1","10.1007/s11518-016-5324-2","Marco BertoniAlessandro BertoniOla Isaksson","2018","http://link.springer.com/article/10.1007/s11518-016-5324-2","Article"
"Financing urban transportation infrastructure in a multi-actors environment: the role of value capture","European Transport Research Review","","10","1","10.1007/s12544-017-0281-5","Anastasia RoukouniCathy MacharisSocrates BasbasBasil StephanisGeorge Mintsis","2018","http://link.springer.com/article/10.1007/s12544-017-0281-5","Article"
"Current landscape of personalized medicine adoption and implementation in Southeast Asia","BMC Medical Genomics","","11","1","10.1186/s12920-018-0420-4","Huey Yi ChongPascale A. AlloteyNathorn Chaiyakunapruk","2018","http://link.springer.com/article/10.1186/s12920-018-0420-4","Article"
"Metaeconomic Approaches in Global Management","Economy, Finance and Business in Southeastern and Central Europe","","","","10.1007/978-3-319-70377-0_42","Antanas Buracas","2018","http://link.springer.com/chapter/10.1007/978-3-319-70377-0_42","Chapter"
"Prioritization of project proposals in portfolio management using fuzzy AHP","OPSEARCH","","55","2","10.1007/s12597-018-0331-3","Kajal ChatterjeeSheikh Ahmed HossainSamarjit Kar","2018","http://link.springer.com/article/10.1007/s12597-018-0331-3","Article"
"Simplifying the Minimax Disparity Model for Determining OWA Weights in Large-Scale Problems","New Trends in Emerging Complex Real Life Problems","","","","10.1007/978-3-030-00473-6_40","Thuy Hong Nguyen","2018","http://link.springer.com/chapter/10.1007/978-3-030-00473-6_40","Chapter"
"Some Aggregation Operators for Linguistic Intuitionistic Fuzzy Set and its Application to Group Decision-Making Process Using the Set Pair Analysis","Arabian Journal for Science and Engineering","","43","6","10.1007/s13369-017-2986-0","Harish GargKamal Kumar","2018","http://link.springer.com/article/10.1007/s13369-017-2986-0","Article"
"Theoretische Grundlagen","Open Foresight-Prozesse","","","","10.1007/978-3-658-19519-9_5","Regina Gattringer","2018","http://link.springer.com/chapter/10.1007/978-3-658-19519-9_5","Chapter"
