Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Integrating sustainability into supplier selection with analytical hierarchy process and improved grey relational analysis: a case of telecom industry","The International Journal of Advanced Manufacturing Technology","","90","9 - 12","10.1007/s00170-016-9518-z","Hadi Badri AhmadiSeyed Hamid Hashemi PetrudiXuping Wang","2017","http://link.springer.com/article/10.1007/s00170-016-9518-z","Article"
"Abstracts","European Biophysics Journal","","46","1","10.1007/s00249-017-1222-x","","2017","http://link.springer.com/article/10.1007/s00249-017-1222-x","Article"
"A modified ant colony optimization algorithm for multi-objective assembly line balancing","Soft Computing","","21","22","10.1007/s00500-016-2240-9","Yu-guang ZhongBo Ai","2017","http://link.springer.com/article/10.1007/s00500-016-2240-9","Article"
"The Smart City in Practice","Understanding Smart Cities: A Tool for Smart Government or an Industrial Trick?","","","","10.1007/978-3-319-57015-0_3","Leonidas G. Anthopoulos","2017","http://link.springer.com/chapter/10.1007/978-3-319-57015-0_3","Chapter"
"Decision Aid in Public Administration: From Evidence-Based Decision Making to Organizational Learning","Multiple Criteria Decision Making","","","","10.1007/978-3-319-39292-9_1","Maria Franca Norese","2017","http://link.springer.com/chapter/10.1007/978-3-319-39292-9_1","Chapter"
"Decision support system based on genetic algorithm and multi-criteria satisfaction analysis (MUSA) method for measuring job satisfaction","Annals of Operations Research","","256","1","10.1007/s10479-016-2154-z","Ismahene AouadniAbdelwaheb Rebai","2017","http://link.springer.com/article/10.1007/s10479-016-2154-z","Article"
"Multiobjective optimization of mechanical properties based on the composition of adhesives","International Journal of Mechanics and Materials in Design","","13","1","10.1007/s10999-015-9313-2","Rosa M. M. PaivaCarlos A. C. AntónioLucas F. M. da Silva","2017","http://link.springer.com/article/10.1007/s10999-015-9313-2","Article"
"A Machine Learning Ensemble Classifier for Early Prediction of Diabetic Retinopathy","Journal of Medical Systems","","41","12","10.1007/s10916-017-0853-x","Somasundaram S KAlli P","2017","http://link.springer.com/article/10.1007/s10916-017-0853-x","Article"
"Classification and mitigation of uncertainty as per the product design stages: framework and case study","Journal of the Brazilian Society of Mechanical Sciences and Engineering","","39","11","10.1007/s40430-017-0822-9","Prabhat KumarPuneet Tandon","2017","http://link.springer.com/article/10.1007/s40430-017-0822-9","Article"
"A New Hybrid Multi-criteria ABC Inventory Classification Model Based on Differential Evolution and Topsis","Proceedings of the 16th International Conference on Hybrid Intelligent Systems (HIS 2016)","","","","10.1007/978-3-319-52941-7_9","Hedi CherifTalel Ladhari","2017","http://link.springer.com/chapter/10.1007/978-3-319-52941-7_9","Chapter"
"Better Big Data via Data Farming Experiments","Advances in Modeling and Simulation","","","","10.1007/978-3-319-64182-9_9","Susan M. SanchezPaul J. Sánchez","2017","http://link.springer.com/chapter/10.1007/978-3-319-64182-9_9","Chapter"
"Fuzzy based multi-criteria vertical handover decision modeling in heterogeneous wireless networks","Multimedia Tools and Applications","","76","23","10.1007/s11042-016-4330-1","Murad KhanAwais AhmadShehzad KhalidSyed Hassan AhmedSohail JabbarJamil Ahmad","2017","http://link.springer.com/article/10.1007/s11042-016-4330-1","Article"
"A data-driven quantitative assessment model for taxi industry: the scope of business ecosystem’s health","European Transport Research Review","","9","2","10.1007/s12544-017-0241-0","Yong ZhangMiner ZhongYunjian Jiang","2017","http://link.springer.com/article/10.1007/s12544-017-0241-0","Article"
"Overview","Supplier Selection","","","","10.1007/978-81-322-3700-6_1","Krishnendu Mukherjee","2017","http://link.springer.com/chapter/10.1007/978-81-322-3700-6_1","Chapter"
"Corporate Knowledge Management, Foresight Tools, Primary Economically Affecting Disruptive Technologies, Corporate Technological Foresight Challenges 2008–2016, and the Most Important Technology Trends for Year 2017","Knowledge Management in Organizations","","","","10.1007/978-3-319-62698-7_21","Kaivo-oja JariLauraeus Theresa","2017","http://link.springer.com/chapter/10.1007/978-3-319-62698-7_21","Chapter"
"Multi-objective robust design optimization of a novel NPR energy absorption structure for vehicles front ends to enhance pedestrian lower leg protection","Structural and Multidisciplinary Optimization","","56","5","10.1007/s00158-017-1754-9","Guan ZhouWanzhong ZhaoQiqi LiWenquan ShenChunyan Wang","2017","http://link.springer.com/article/10.1007/s00158-017-1754-9","Article"
"Embedding carbon impact assessment in multi-criteria supplier segmentation using ELECTRE TRI-rC","Annals of Operations Research","","","","10.1007/s10479-017-2454-y","Jafar RezaeiMiłosz KadzińskiChrysoula VanaLori Tavasszy","2017","http://link.springer.com/article/10.1007/s10479-017-2454-y","Article"
"Multi-view refactoring of class and activity diagrams using a multi-objective evolutionary algorithm","Software Quality Journal","","25","2","10.1007/s11219-015-9284-4","Usman MansoorMarouane KessentiniManuel WimmerKalyanmoy Deb","2017","http://link.springer.com/article/10.1007/s11219-015-9284-4","Article"
"Ontology-based data mining model management for self-service knowledge discovery","Information Systems Frontiers","","19","4","10.1007/s10796-016-9637-y","Yan LiManoj A. ThomasKweku-Muata Osei-Bryson","2017","http://link.springer.com/article/10.1007/s10796-016-9637-y","Article"
"Thinking process rules extraction for manufacturing process design","Advances in Manufacturing","","5","4","10.1007/s40436-017-0205-6","Jing-Tao ZhouXiang-Qian LiMing-Wei WangRui NiuQing Xu","2017","http://link.springer.com/article/10.1007/s40436-017-0205-6","Article"
"Efficiency in Energy Decision Support Systems Using Soft Computing Techniques","Intelligent Decision Support Systems for Sustainable Computing","","","","10.1007/978-3-319-53153-3_3","Konstantinos KokkinosElpiniki PapageorgiouVassilios DafopoulosIoannis Adritsos","2017","http://link.springer.com/chapter/10.1007/978-3-319-53153-3_3","Chapter"
"Trade-off Studies","Tradeoff Decisions in System Design","","","","10.1007/978-3-319-43712-5_5","A. Terry BahillAzad M. Madni","2017","http://link.springer.com/chapter/10.1007/978-3-319-43712-5_5","Chapter"
"Towards a Generic Resilience Management, Quantification and Development Process: General Definitions, Requirements, Methods, Techniques and Measures, and Case Studies","Resilience and Risk","","","","10.1007/978-94-024-1123-2_2","Ivo HäringGiovanni SansaviniEmanuele BelliniNick MartynTatyana KovalenkoMaksim KitsakGeorg VogelbacherKatharina RossUlrich BergerhausenKash BarkerIgor Linkov","2017","http://link.springer.com/chapter/10.1007/978-94-024-1123-2_2","Chapter"
"Multi-objective Optimization of an Injection Molding Process","NEO 2015","","","","10.1007/978-3-319-44003-3_16","Alejandro Alvarado-IniestaJorge L. García-AlcarazArturo Del Valle-CarrascoLuis A. Pérez-Domínguez","2017","http://link.springer.com/chapter/10.1007/978-3-319-44003-3_16","Chapter"
"Collaboration and Decision-Making in Context","Computer-Supported Collaborative Decision-Making","","","","10.1007/978-3-319-47221-8_1","Florin Gheorghe FilipConstantin-Bălă ZamfirescuCristian Ciurea","2017","http://link.springer.com/chapter/10.1007/978-3-319-47221-8_1","Chapter"
"Measures of the Shapley index for learning lower complexity fuzzy integrals","Granular Computing","","2","4","10.1007/s41066-017-0045-6","Anthony J. PinarDerek T. AndersonTimothy C. HavensAlina ZareTitilope Adeyeba","2017","http://link.springer.com/article/10.1007/s41066-017-0045-6","Article"
"Intelligent Decision Support Systems for Sustainable Computing","Intelligent Decision Support Systems for Sustainable Computing","","","","10.1007/978-3-319-53153-3_1","Arun Kumar SangaiahAjith AbrahamPatrick SiarryMichael Sheng","2017","http://link.springer.com/chapter/10.1007/978-3-319-53153-3_1","Chapter"
"Doing Policy Analysis","The Art and Craft of Policy Advising","","","","10.1007/978-3-319-52494-8_4","David Bromell","2017","http://link.springer.com/chapter/10.1007/978-3-319-52494-8_4","Chapter"
"Optimization Strategies in Design Space Exploration","Handbook of Hardware/Software Codesign","","","","10.1007/978-94-017-7267-9_7","Jacopo PaneratiDonatella SciutoGiovanni Beltrame","2017","http://link.springer.com/referenceworkentry/10.1007/978-94-017-7267-9_7","ReferenceWorkEntry"
"Multi-object approach and its application to adaptive water management under climate change","Journal of Geographical Sciences","","27","3","10.1007/s11442-017-1375-7","Si HongJun XiaJunxu ChenLong WanLike NingWei Shi","2017","http://link.springer.com/article/10.1007/s11442-017-1375-7","Article"
"Participatory, Multi-Criteria Evaluation Methods as a Means to Increase the Legitimacy and Sustainability of Land Use Planning Processes. The Case of the Chaco Region in Salta, Argentina","Environmental Management","","59","2","10.1007/s00267-016-0779-y","Lucas SeghezzoCristian VenenciaE. Catalina BuliubasichMartín A. IribarnegarayJosé N. Volante","2017","http://link.springer.com/article/10.1007/s00267-016-0779-y","Article"
"Evaluation of four supervised learning methods for groundwater spring potential mapping in Khalkhal region (Iran) using GIS-based features","Hydrogeology Journal","","25","1","10.1007/s10040-016-1466-z","Seyed Amir NaghibiMostafa Moradi Dashtpagerdi","2017","http://link.springer.com/article/10.1007/s10040-016-1466-z","Article"
"Decision Support Systems","Computer-Supported Collaborative Decision-Making","","","","10.1007/978-3-319-47221-8_2","Florin Gheorghe FilipConstantin-Bălă ZamfirescuCristian Ciurea","2017","http://link.springer.com/chapter/10.1007/978-3-319-47221-8_2","Chapter"
"Sustainable third-party reverse logistic provider selection with fuzzy SWARA and fuzzy MOORA in plastic industry","The International Journal of Advanced Manufacturing Technology","","91","5 - 8","10.1007/s00170-016-9880-x","Reza Kiani MaviMark GohNavid Zarbakhshnia","2017","http://link.springer.com/article/10.1007/s00170-016-9880-x","Article"
"Data Spaces: Combining Goal-Driven and Data-Driven Approaches in Community Decision and Negotiation Support","Group Decision and Negotiation. A Socio-Technical Perspective","","","","10.1007/978-3-319-63546-0_1","Matthias Jarke","2017","http://link.springer.com/chapter/10.1007/978-3-319-63546-0_1","Chapter"
"CADD medicine: design is the potion that can cure my disease","Journal of Computer-Aided Molecular Design","","31","3","10.1007/s10822-016-0004-3","Eric S. ManasDarren V. S. Green","2017","http://link.springer.com/article/10.1007/s10822-016-0004-3","Article"
"Three-way fuzzy concept lattice representation using neutrosophic set","International Journal of Machine Learning and Cybernetics","","8","1","10.1007/s13042-016-0585-0","Prem Kumar Singh","2017","http://link.springer.com/article/10.1007/s13042-016-0585-0","Article"
"Spatial Mapping of Groundwater Potential Using Entropy Weighted Linear Aggregate Novel Approach and GIS","Arabian Journal for Science and Engineering","","42","3","10.1007/s13369-016-2374-1","Alaa M. Al-AbadiHamid Reza PourghasemiShamsuddin ShahidHussain B. Ghalib","2017","http://link.springer.com/article/10.1007/s13369-016-2374-1","Article"
"Research on the Impact of the Counter Marketing to the Sales Performance of China’s Tobacco Industry","Proceedings of the Fourth International Forum on Decision Sciences","","","","10.1007/978-981-10-2920-2_34","Jinzhi HuangQuan Hao","2017","http://link.springer.com/chapter/10.1007/978-981-10-2920-2_34","Chapter"
"Best Practice for MCDA in Healthcare","Multi-Criteria Decision Analysis to Support Healthcare Decisions","","","","10.1007/978-3-319-47540-0_16","Lawrence D. Phillips","2017","http://link.springer.com/chapter/10.1007/978-3-319-47540-0_16","Chapter"
"System Design and the Design Process","Tradeoff Decisions in System Design","","","","10.1007/978-3-319-43712-5_1","A. Terry BahillAzad M. Madni","2017","http://link.springer.com/chapter/10.1007/978-3-319-43712-5_1","Chapter"
"Ontology-based cutting tool configuration considering carbon emissions","International Journal of Precision Engineering and Manufacturing","","18","11","10.1007/s12541-017-0193-2","Guanghui ZhouQi LuZhongdong XiaoCe ZhouShengze YuanChao Zhang","2017","http://link.springer.com/article/10.1007/s12541-017-0193-2","Article"
"The Smart City Market","Understanding Smart Cities: A Tool for Smart Government or an Industrial Trick?","","","","10.1007/978-3-319-57015-0_4","Leonidas G. Anthopoulos","2017","http://link.springer.com/chapter/10.1007/978-3-319-57015-0_4","Chapter"
"Prioritization of Chemicals Based on Chemoinformatic Analysis","Handbook of Computational Chemistry","","","","10.1007/978-3-319-27282-5_58","Paola Gramatica","2017","http://link.springer.com/referenceworkentry/10.1007/978-3-319-27282-5_58","ReferenceWorkEntry"
"Multi-objective Optimal Design of Nonlinear Controls","NEO 2015","","","","10.1007/978-3-319-44003-3_9","Zhi-Chang QinFu-Rui XiongYousef SardahiYousef NaranjaniOliver SchützeJ. Q. Sun","2017","http://link.springer.com/chapter/10.1007/978-3-319-44003-3_9","Chapter"
"Condition monitoring towards energy-efficient manufacturing: a review","The International Journal of Advanced Manufacturing Technology","","91","9 - 12","10.1007/s00170-017-0014-x","Zude ZhouBitao YaoWenjun XuLihui Wang","2017","http://link.springer.com/article/10.1007/s00170-017-0014-x","Article"
"Electric Energy Storage System","Electric Energy Storage Systems","","","","10.1007/978-3-662-53275-1_2","Przemyslaw KomarnickiPio LombardiZbigniew Styczynski","2017","http://link.springer.com/chapter/10.1007/978-3-662-53275-1_2","Chapter"
"Data Aggregation in Wireless Sensor Networks: Previous Research, Current Status and Future Directions","Wireless Personal Communications","","97","3","10.1007/s11277-017-4674-5","Sukhchandan RandhawaSushma Jain","2017","http://link.springer.com/article/10.1007/s11277-017-4674-5","Article"
"A comparative study of sequential minimal optimization-based support vector machines, vote feature intervals, and logistic regression in landslide susceptibility assessment using GIS","Environmental Earth Sciences","","76","10","10.1007/s12665-017-6689-3","Binh Thai PhamDieu Tien BuiIndra PrakashLong Hoang NguyenM. B. Dholakia","2017","http://link.springer.com/article/10.1007/s12665-017-6689-3","Article"
"Multi-UAV Based Helicopter Landing Zone Reconnaissance","Engineering Psychology and Cognitive Ergonomics: Cognition and Design","","","","10.1007/978-3-319-58475-1_20","Marc SchmittPeter Stütz","2017","http://link.springer.com/chapter/10.1007/978-3-319-58475-1_20","Chapter"
"Multiple Criteria Inventory Classification Approach Based on Differential Evolution and Electre III","Proceedings of the 16th International Conference on Hybrid Intelligent Systems (HIS 2016)","","","","10.1007/978-3-319-52941-7_8","Hedi CherifTalel Ladhari","2017","http://link.springer.com/chapter/10.1007/978-3-319-52941-7_8","Chapter"
"An algorithmic framework for frequent intraday pattern recognition and exploitation in forex market","Knowledge and Information Systems","","53","3","10.1007/s10115-017-1052-2","Nikitas GoumatianosIoannis T. ChristouPeter LindgrenRamjee Prasad","2017","http://link.springer.com/article/10.1007/s10115-017-1052-2","Article"
"Optimization Methods for Inventive Design","TRIZ – The Theory of Inventive Problem Solving","","","","10.1007/978-3-319-56593-4_7","Lei LinIvana RasovskaRoland De GuioSébastien Dubois","2017","http://link.springer.com/chapter/10.1007/978-3-319-56593-4_7","Chapter"
"Usability of Nomology-based methodologies in supporting problem structuring across cultures: the case of participatory decision-making in Tanzania rural communities","Central European Journal of Operations Research","","25","2","10.1007/s10100-016-0460-9","Joseph R. KakenenoCathal MacSwiney Brugha","2017","http://link.springer.com/article/10.1007/s10100-016-0460-9","Article"
"Towards a decision-support procedure to foster stakeholder involvement and acceptability of urban freight transport policies","European Transport Research Review","","9","4","10.1007/s12544-017-0268-2","Michela Le PiraEdoardo MarcucciValerio GattaMatteo IgnaccoloGiuseppe InturriAlessandro Pluchino","2017","http://link.springer.com/article/10.1007/s12544-017-0268-2","Article"
"Impact of DEM-derived factors and analytical hierarchy process on landslide susceptibility mapping in the region of Rożnów Lake, Poland","Natural Hazards","","86","2","10.1007/s11069-016-2725-y","Kamila PawluszekAndrzej Borkowski","2017","http://link.springer.com/article/10.1007/s11069-016-2725-y","Article"
"A holistic and structured CPFR roadmap with an application between automotive supplier and its aftermarket customer","The International Journal of Advanced Manufacturing Technology","","91","5 - 8","10.1007/s00170-016-9848-x","Alptekin DemirayDiyar AkaySalih TekinFatih Emre Boran","2017","http://link.springer.com/article/10.1007/s00170-016-9848-x","Article"
"Management science in the era of smart consumer products: challenges and research perspectives","Central European Journal of Operations Research","","25","1","10.1007/s10100-016-0436-9","Herbert DawidReinhold DeckerThomas HermannHermann JahnkeWilhelm KlatRolf KönigChristian Stummer","2017","http://link.springer.com/article/10.1007/s10100-016-0436-9","Article"
"Multimodal Based Clouds Computing Systems for Healthcare and Risk Forecasting Based on Subjective Analysis","Advances in Information and Communication Technology","","","","10.1007/978-3-319-49073-1_1","Hamido Fujita","2017","http://link.springer.com/chapter/10.1007/978-3-319-49073-1_1","Chapter"
"Polishing process planning based on fuzzy theory and case-based reasoning","The International Journal of Advanced Manufacturing Technology","","90","1 - 4","10.1007/s00170-016-9452-0","Guilian WangXiaoqin ZhouJie LiuPeihao ZhuHaibo Zhou","2017","http://link.springer.com/article/10.1007/s00170-016-9452-0","Article"
"Landslide susceptibility assessment using the certainty factor and analytic hierarchy process","Journal of Mountain Science","","14","5","10.1007/s11629-016-4068-2","Wen FanXin-sheng WeiYan-bo CaoBin Zheng","2017","http://link.springer.com/article/10.1007/s11629-016-4068-2","Article"
"Linkages Between Risk and Human Resources Management in Aviation: An Empirical Investigation and the Way Forward in Selection of Ideal Airport Manager","Corporate Risk Management for International Business","","","","10.1007/978-981-10-4266-9_5","Ayse Kucuk YilmazTriant Flouris","2017","http://link.springer.com/chapter/10.1007/978-981-10-4266-9_5","Chapter"
"Gender-based behavioral analysis for end-user development and the ‘RULES’ attributes","Education and Information Technologies","","22","4","10.1007/s10639-016-9519-4","Katerina TzafilkouNicolaos ProtogerosCharalampos KaragiannidisAdamantios Koumpis","2017","http://link.springer.com/article/10.1007/s10639-016-9519-4","Article"
"Landslides: a top international journal in geological engineering and engineering geology?","Landslides","","14","5","10.1007/s10346-017-0869-9","Matjaž Mikoš","2017","http://link.springer.com/article/10.1007/s10346-017-0869-9","Article"
"Integration of Eye-Tracking Based Studies into e-Commerce Websites Evaluation Process with eQual and TOPSIS Methods","Information Systems: Research, Development, Applications, Education","","","","10.1007/978-3-319-66996-0_5","Jarosław WątróbskiJarosław JankowskiArtur KarczmarczykPaweł Ziemba","2017","http://link.springer.com/chapter/10.1007/978-3-319-66996-0_5","Chapter"
"Developing a marine engineering centre of excellence for competency-based training","WMU Journal of Maritime Affairs","","16","2","10.1007/s13437-017-0124-1","Rajoo BalajiSaravanan Venkadasalam","2017","http://link.springer.com/article/10.1007/s13437-017-0124-1","Article"
"Tour recommendation for groups","Data Mining and Knowledge Discovery","","31","5","10.1007/s10618-016-0477-7","Aris AnagnostopoulosReem AtassiLuca BecchettiAdriano FazzoneFabrizio Silvestri","2017","http://link.springer.com/article/10.1007/s10618-016-0477-7","Article"
"On the median in imprecise ordinal problems","Annals of Operations Research","","256","2","10.1007/s10479-016-2253-x","Sébastien Destercke","2017","http://link.springer.com/article/10.1007/s10479-016-2253-x","Article"
"Using PEQUAL Methodology in Auction Platforms Evaluation Process","Information Technology for Management: New Ideas and Real Solutions","","","","10.1007/978-3-319-53076-5_12","Jarosław WątróbskiPaweł ZiembaJarosław JankowskiWaldemar Wolski","2017","http://link.springer.com/chapter/10.1007/978-3-319-53076-5_12","Chapter"
"Stock market prediction and Portfolio selection models: a survey","OPSEARCH","","54","3","10.1007/s12597-016-0289-y","Akhter Mohiuddin RatherV. N. SastryArun Agarwal","2017","http://link.springer.com/article/10.1007/s12597-016-0289-y","Article"
"Dependent-Chance Programming on Sugeno Measure Space","Journal of Uncertainty Analysis and Applications","","5","1","10.1186/s40467-017-0061-8","Hong ZhangJianwei Song","2017","http://link.springer.com/article/10.1186/s40467-017-0061-8","Article"
"A Participatory Process to Design Climate Change Adaptation Measures for the Carmen-Pajonal-Machona Lagoon System in Mexico","Climate Change Adaptation in North America","","","","10.1007/978-3-319-53742-9_3","Valentina GianniniEmiliano RamieriMargarita Caso ChávezKarina Santos del Prado GascaKarla Priego Martínez","2017","http://link.springer.com/chapter/10.1007/978-3-319-53742-9_3","Chapter"
"A method for identifying the critical success factors of CoP based on performance evaluation","Knowledge Management Research & Practice","","15","4","10.1057/s41275-017-0066-6","Jongyi Hong","2017","http://link.springer.com/article/10.1057/s41275-017-0066-6","Article"
"Decisions and Mistakes","Tradeoff Decisions in System Design","","","","10.1007/978-3-319-43712-5_2","A. Terry BahillAzad M. Madni","2017","http://link.springer.com/chapter/10.1007/978-3-319-43712-5_2","Chapter"
"Green supplier selection by developing a new group decision-making method under type 2 fuzzy uncertainty","The International Journal of Advanced Manufacturing Technology","","93","1 - 4","10.1007/s00170-017-0458-z","Hamed MohammadiFarzad Vasheghani FarahaniMohammad NorooziAli Lashgari","2017","http://link.springer.com/article/10.1007/s00170-017-0458-z","Article"
"An uncertainty-based framework to quantifying climate change impacts on coastal flood vulnerability: case study of New York City","Environmental Monitoring and Assessment","","189","11","10.1007/s10661-017-6282-y","Zahra ZahmatkeshMohammad Karamouz","2017","http://link.springer.com/article/10.1007/s10661-017-6282-y","Article"
"Adopting robust decision-making to forest management under climate change","Annals of Forest Science","","74","2","10.1007/s13595-017-0641-2","Naomi RadkeRasoul YousefpourRoderich von DettenStefan ReifenbergMarc Hanewinkel","2017","http://link.springer.com/article/10.1007/s13595-017-0641-2","Article"
"Towards a Capabilities Approach to Smart City Management","Electronic Government","","","","10.1007/978-3-319-64677-0_3","Anushri GuptaPanos PanagiotopoulosFrances Bowen","2017","http://link.springer.com/chapter/10.1007/978-3-319-64677-0_3","Chapter"
"Prospects for Sustainability in Human–Environment Patterns: Dynamic Management of Common Resources","Mathematical Advances Towards Sustainable Environmental Systems","","","","10.1007/978-3-319-43901-3_14","M. De MarchiB. SengarJ. N. Furze","2017","http://link.springer.com/chapter/10.1007/978-3-319-43901-3_14","Chapter"
"Estimating Passenger Preferences Using Implicit Relevance Feedback for Personalized Journey Planning","Artificial Life and Computational Intelligence","","","","10.1007/978-3-319-51691-2_14","Mohammad HaqqaniXiaodong LiXinghuo Yu","2017","http://link.springer.com/chapter/10.1007/978-3-319-51691-2_14","Chapter"
"Developing the Well-Located Land Index to Establish Smart Human Settlements for the Ekurhuleni Municipality, South Africa","Planning Support Science for Smarter Urban Futures","","","","10.1007/978-3-319-57819-4_6","Baleseng T. MokoenaWalter MusakwaThembani Moyo","2017","http://link.springer.com/chapter/10.1007/978-3-319-57819-4_6","Chapter"
"Cumulative Belief Degrees Approach for Assessment of Sustainable Development","Intelligence Systems in Environmental Management: Theory and Applications","","","","10.1007/978-3-319-42993-9_12","Hazal ÜnlüçayBeyzanur Çayır ErvuralBilal ErvuralÖzgür Kabak","2017","http://link.springer.com/chapter/10.1007/978-3-319-42993-9_12","Chapter"
"Real-World Examples of Applied General Equilibrium Analysis","Applied General Equilibrium","","","","10.1007/978-3-662-54893-6_7","Manuel Alejandro CardeneteAna-Isabel GuerraFerran Sancho","2017","http://link.springer.com/chapter/10.1007/978-3-662-54893-6_7","Chapter"
"Measuring Child and Maternal Health in Developing Countries: A Proposal of New Hybrid MDG Composite Indices","Applied Research in Quality of Life","","12","3","10.1007/s11482-016-9487-2","Mariano LuqueSalvador Pérez-MorenoJosé A. RoblesBeatriz Rodriguez","2017","http://link.springer.com/article/10.1007/s11482-016-9487-2","Article"
"Introduction: Theory and Practice of Effective Policy Advising","The Art and Craft of Policy Advising","","","","10.1007/978-3-319-52494-8_1","David Bromell","2017","http://link.springer.com/chapter/10.1007/978-3-319-52494-8_1","Chapter"
"International Financial Centers After the 2008–2009 Global Financial Crisis","Global Financial Crisis and Its Ramifications on Capital Markets","","","","10.1007/978-3-319-47021-4_3","Mehmet Fatih BayramogluSinan Yilmaz","2017","http://link.springer.com/chapter/10.1007/978-3-319-47021-4_3","Chapter"
"Network-centric policy design","Policy Sciences","","50","2","10.1007/s11077-016-9270-0","Araz Taeihagh","2017","http://link.springer.com/article/10.1007/s11077-016-9270-0","Article"
"Organizational implications of a comprehensive approach for cloud-storage sourcing","Information Systems Frontiers","","19","1","10.1007/s10796-015-9588-8","Venkataraghavan KrishnaswamyR. P. Sundarraj","2017","http://link.springer.com/article/10.1007/s10796-015-9588-8","Article"
